"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","mismatch_type","k_rows","k_valid","invalid_rows","double_zero_rows","all_events_rows","sparse_rows","any_zero_rows","event_rate","log_or","rd","or_sig","rd_sig","direction_match"
"CD013561_pub2_data","2::overall",2,"","Biochemical remission according to normalisation of IGF-1 and GH","significance_only",8,8,0,0,0,0,0,0.2871,0.713938130484974,0.170451732383516,FALSE,TRUE,TRUE
"CD013590_pub2_data","4::overall",4,"","SCD-related complications (number of participants)","significance_only",16,16,0,11,0,14,13,0.0313,0.400447180921498,0.0404503486801235,FALSE,TRUE,TRUE
"CD013595_pub2_data","7::overall",7,"","Lymphopenia","significance_only",3,3,0,0,0,0,0,0.1539,0.32870407690162,0.039991780078438,TRUE,FALSE,TRUE
"CD013614_pub2_data","3::1",3,"1","Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 12 weeks","significance_only",10,10,0,0,0,1,1,0.2788,0.564165969173663,0.0877043610987021,FALSE,TRUE,TRUE
"CD013614_pub2_data","16::1",16,"1","Withdrawal due to adverse events","significance_only",11,11,0,4,0,7,4,0.0244,0.338180478289242,0.0132277902684417,FALSE,TRUE,TRUE
"CD013614_pub2_data","16::3",16,"3","Withdrawal due to adverse events","direction_only",4,4,0,1,0,4,2,0.0194,-0.222251126524375,0.00156842413951476,FALSE,FALSE,FALSE
"CD013614_pub2_data","25::2",25,"2","Resolution of dactylitis as no dactylitis at 52 weeks","significance_only",3,3,0,0,0,0,0,0.6909,-0.20028068559308,-0.0187286236134775,TRUE,FALSE,TRUE
"CD013614_pub2_data","34::1",34,"1","Resolution of dactylitis as no dactylitis at 24 weeks","direction_only",3,3,0,0,0,0,0,0.7952,-0.0374346800375489,0.00569991799816089,FALSE,FALSE,FALSE
"CD013631_pub2_data","13::overall",13,"","Withdrawals due to adverse events","significance_only",9,9,0,5,0,7,7,0.075,0.157812183620405,0.0636700760886381,FALSE,TRUE,TRUE
"CD013643_pub2_data","14::2",14,"2","Number of minor adverse events (Clavien-Dindo I, II), short term (< 1 year) ","direction_only",4,4,0,1,0,2,3,0.084,1.19423462879618,-0.0161912070428893,FALSE,FALSE,FALSE
"CD013672_pub2_data","3::2",3,"2","Treatment retention, subgroup analysis: single provider primary care setting versus availability of a primary care team","significance_only",8,8,0,0,0,0,0,0.57,0.655200490301867,0.140256208942558,FALSE,TRUE,TRUE
"CD013707_pub2_data","11::overall",11,"","Renal failure requiring replacement therapy","direction_only",2,2,0,0,0,2,1,0.0377,0.162993723232163,-0.00745326679606426,FALSE,FALSE,FALSE
"CD013715_pub2_data","12::overall",12,"","Withdrawals due to adverse events at 17 to 26 weeks","significance_only",3,3,0,1,0,3,3,0.0342,-1.50478097290391,-0.0796457554941692,FALSE,TRUE,TRUE
"CD013715_pub2_data","13::overall",13,"","Withdrawals due to adverse events at 27 to 52 weeks","significance_only",4,4,0,1,0,1,1,0.2076,1.34573292085751,0.203036406784967,TRUE,FALSE,TRUE
"CD013715_pub2_data","14::overall",14,"","Withdrawals due to adverse events at end of study","significance_only",7,7,0,5,0,5,5,0.0861,0.78939348658495,0.0712822790564421,FALSE,TRUE,TRUE
"CD013715_pub2_data","15::overall",15,"","Serious adverse events at up to 16 weeks","significance_only",4,4,0,1,0,3,3,0.1963,1.58945834550521,0.128941304058646,TRUE,FALSE,TRUE
"CD013745_pub2_data","1::overall",1,"","Rivaroxaban versus antiplatelet therapy","significance_only",9,9,0,0,0,0,0,0.0252,0.279073733595363,0.00363468738750899,TRUE,FALSE,TRUE
"CD013748_pub2_data","2::overall",2,"","Case fatality","significance_only",16,16,0,0,0,5,1,0.1568,-0.331512175095137,-0.0427330020641296,FALSE,TRUE,TRUE
"CD013748_pub2_data","7::overall",7,"","Hydrocephalus","significance_only",12,12,0,2,0,4,2,0.2179,-0.455160145404403,-0.100833239295597,FALSE,TRUE,TRUE
"CD013758_pub2_data","10::overall",10,"","Obesity (formula with complementary foods): subgroup analysis by duration of treatment","significance_only",11,11,0,8,0,8,8,0.0164,0.443270012476174,0.00937816282442816,FALSE,TRUE,TRUE
"CD013764_pub2_data","3::overall",3,"","Blood transfusion","direction_only",3,3,0,1,0,3,2,0.0022,0.000504156383803578,-0.00133353219196487,FALSE,FALSE,FALSE
"CD013764_pub2_data","6::overall",6,"","Adherence","significance_only",2,2,0,0,0,0,0,0.8096,-0.531496418394586,-0.0630726316396297,TRUE,FALSE,TRUE
"CD013781_pub2_data","4::overall",4,"","Secondary outcome: length of hospital stay (days)","significance_only",39,39,0,13,0,19,17,0.1781,-0.214412036394053,-0.0158542154824371,FALSE,TRUE,TRUE
"CD013781_pub2_data","5::overall",5,"","Secondary outcome: mean arterial pressure (24 hours after surgery)","significance_only",41,41,0,18,0,26,25,0.0583,-0.139149753158268,-0.016495711848838,FALSE,TRUE,TRUE
"CD013781_pub2_data","7::overall",7,"","Secondary outcome: number of participants requiring additional inotropic drugs - dopamine","significance_only",17,17,0,14,0,16,16,0.0156,-0.330234497568581,-0.0953007155289112,FALSE,TRUE,TRUE
"CD013781_pub2_data","11::overall",11,"","Secondary outcome: proportion of weaning failure within 48 hours of extubation","significance_only",27,27,0,23,0,24,23,0.0365,0.597182391839146,0.142840021964682,TRUE,FALSE,TRUE
"CD013781_pub2_data","19::overall",19,"","Secondary outcome: number of participants requiring additional inotropic drugs - dobutamine","significance_only",5,5,0,0,0,2,1,0.5012,-0.976050940168384,-0.189763270302231,FALSE,TRUE,TRUE
"CD013781_pub2_data","22::overall",22,"","Secondary outcome: proportion of renal failure","significance_only",4,4,0,1,0,1,1,0.1404,-1.03739122521554,-0.187291251452957,TRUE,FALSE,TRUE
"CD013800_pub2_data","5::overall",5,"","Loss of residual kidney function (number who became anuric) at approximately 12-month follow-up","significance_only",3,3,0,0,0,0,1,0.3599,-1.1968281629714,-0.163662387076993,TRUE,FALSE,TRUE
"CD013800_pub2_data","6::overall",6,"","All-cause death","significance_only",48,48,0,0,0,0,0,0.3834,-0.195420298249235,-0.0295070853898972,TRUE,FALSE,TRUE
"CD013800_pub2_data","7::overall",7,"","Cardiovascular death","direction_only",24,24,0,0,0,4,3,0.1478,-0.0151049795260128,0.00281448601465172,FALSE,FALSE,FALSE
"CD013800_pub2_data","12::overall",12,"","Acute myocardial infarction","significance_only",4,4,0,0,0,0,0,0.1008,-0.107866654061649,-0.0062815856548034,FALSE,TRUE,TRUE
"CD013800_pub2_data","15::overall",15,"","Congestive heart failure","direction_only",3,3,0,0,0,0,0,0.084,0.0799120944039535,-0.00171640217338394,FALSE,FALSE,FALSE
"CD013801_pub2_data","17::overall",17,"","Incidence of hypotension requiring vascular expansion","significance_only",2,2,0,0,0,2,2,0.0394,-1.67183859998943,-0.0638300307098213,FALSE,TRUE,TRUE
"CD013816_pub2_data","3::overall",3,"","Transient ischemic attack","direction_only",6,6,0,4,0,6,6,0.0011,-0.00572820837701255,0.000174014003832555,FALSE,FALSE,FALSE
"CD013816_pub2_data","7::overall",7,"","Peripheral embolism","direction_only",6,6,0,2,0,2,2,0.0207,0.0618159043986094,-2.14057633443412e-05,FALSE,FALSE,FALSE
"CD013816_pub2_data","11::overall",11,"","Cardiac tamponade","direction_only",4,4,0,2,0,4,3,0.0024,-0.0416106967386,0.0014687843622974,FALSE,FALSE,FALSE
"CD013816_pub2_data","15::overall",15,"","Adverse events - Bleeding (clinically significant bleeding that does not qualify as device-pocket hematoma, hemothorax, cardiac tamponade, or non-tamponade pericardial effusion)","direction_only",4,4,0,0,0,3,3,0.0192,0.00923446058393552,-0.00248297434723806,FALSE,FALSE,FALSE
"CD013823_pub2_data","4::overall",4,"","Preterm birth (< 37 weeks)","direction_only",2,2,0,0,0,0,0,0.1176,-0.0385459967830474,0.00442988730216055,FALSE,FALSE,FALSE
"CD013827_pub2_data","2::overall",2,"","Oocyte pick-up cancellation","direction_only",12,12,0,1,0,1,1,0.0915,-0.025747959658746,0.00104127058393085,FALSE,FALSE,FALSE
"CD013830_pub2_data","11::2",11,"2","Patent ductus arteriosus (PDA) requiring any treatment","significance_only",4,4,0,0,0,0,0,0.3467,-0.698997504943471,-0.0719026356293085,TRUE,FALSE,TRUE
"CD013830_pub2_data","12::2",12,"2","Patent ductus arteriosus (PDA) requiring ligation","significance_only",4,4,0,0,0,0,0,0.149,-0.574383556891804,-0.081259391639511,FALSE,TRUE,TRUE
"CD013830_pub2_data","13::1",13,"1","Any intraventricular hemorrhage (IVH)","significance_only",3,3,0,0,0,1,1,0.234,-0.955112874044131,-0.127030803972642,FALSE,TRUE,TRUE
"CD013830_pub2_data","16::1",16,"1","Necrotizing enterocolitis (NEC) (Bell's stage II or greater OR any grade; requiring surgery)","direction_only",2,2,0,0,0,1,1,0.0577,0.0504702261563602,-0.0249187432286024,FALSE,FALSE,FALSE
"CD013844_pub2_data","2::overall",2,"","Self-harm at short term (1-3 months) follow-up","significance_only",4,4,0,0,0,0,0,0.0135,-0.49486591813496,-0.0137910718595442,TRUE,FALSE,TRUE
"CD013844_pub2_data","3::overall",3,"","Self-harm at medium-term (4-12 months) follow-up","direction_and_significance",14,14,0,2,0,4,3,0.025,0.0048297346149236,-0.00648290480869901,FALSE,TRUE,FALSE
"CD013844_pub2_data","6::overall",6,"","Suicidal ideation postintervention: sensitivity analysis (ICC 0.01)","significance_only",18,18,0,15,0,15,15,0.0163,-0.341463822696061,-0.00465398736708861,TRUE,FALSE,TRUE
"CD013853_pub2_data","6::overall",6,"","Exergaming vs control at the end of treatment: change in attention, processing speed, working memory","significance_only",4,4,0,2,0,4,4,0.0649,-1.02280222052412,-0.171222222222222,FALSE,TRUE,TRUE
"CD013874_pub3_data","2::overall",2,"","Time to relapse over 24 months","direction_only",21,19,2,14,2,17,15,0.0082,-0.284164128584576,0.0129947728615662,FALSE,FALSE,FALSE
"CD013875_pub2_data","2::overall",2,"","Live birth (or ongoing pregnancy) - all studies","significance_only",8,8,0,0,0,0,1,0.238,0.598851159303747,0.0978920487185856,FALSE,TRUE,TRUE
"CD013875_pub2_data","4::overall",4,"","Live birth (or ongoing pregnancy) - sensitivity analysis (live birth only)","significance_only",5,5,0,0,0,0,1,0.1562,0.205093832704241,0.0632541601429094,FALSE,TRUE,TRUE
"CD014089_data","11::overall",11,"","Adverse effects","significance_only",6,6,0,0,0,0,0,0.2357,0.624680671182923,0.10073820958375,TRUE,FALSE,TRUE
"CD014145_pub2_data","9::overall",9,"","Side effects causing cessation of therapy","significance_only",2,2,0,0,0,2,2,0.0588,1.88963776779391,0.110047272720119,FALSE,TRUE,TRUE
"CD014300_pub2_data","13::overall",13,"","Acceptability at study endpoint: children","direction_only",10,10,0,1,0,2,2,0.1067,-0.0761672850425809,0.00401299659421771,FALSE,FALSE,FALSE
"CD014541_pub2_data","3::overall",3,"","Symptomatic VTE: short-term (45 days or fewer); COVID-19 sensitivity analysis","significance_only",3,3,0,0,0,0,0,0.0096,-0.626474590760202,-0.00492634055150106,FALSE,TRUE,TRUE
"CD014541_pub2_data","13::overall",13,"","Major bleeding: short-term (45 days or fewer); same extended agent sensitivity analysis","significance_only",3,3,0,1,0,1,1,0.0041,0.90080576568107,0.00391983857102299,TRUE,FALSE,TRUE
"CD014541_pub2_data","15::overall",15,"","Major bleeding: short-term (45 days or less); ? 75 years versus < 75 years of age subgroup analysis","significance_only",6,6,0,0,0,0,0,0.0042,0.503490843560148,0.0018403467801761,TRUE,FALSE,TRUE
"CD014544_pub2_data","4::overall",4,"","HRQoL-EQ-5D-5L VAS","significance_only",27,27,0,4,0,10,8,0.2626,0.439291867920713,0.0978436278766945,FALSE,TRUE,TRUE
"CD014585_pub2_data","5::overall",5,"","Ulcer complications ","significance_only",5,5,0,1,0,2,2,0.0057,-1.0154411743203,-0.00294011011080847,TRUE,FALSE,TRUE
"CD014585_pub2_data","3::4",3,"4","Adverse events","direction_only",4,4,0,0,0,0,0,0.6578,0.0172930436878386,-0.0191899722451864,FALSE,FALSE,FALSE
"CD014594_pub2_data","1::overall",1,"","First-pass success","direction_only",64,64,0,27,0,39,35,0.1537,-0.10067802761839,0.0205456726335507,FALSE,FALSE,FALSE
"CD014594_pub2_data","2::overall",2,"","Sensitivity analysis: first-pass success excluding rescue U/S","direction_only",31,31,0,13,0,21,19,0.1133,-0.274417611957242,0.0083559578653462,FALSE,FALSE,FALSE
"CD014594_pub2_data","4::overall",4,"","Time to successful CFA access: sensitivity analysis from skin penetration","significance_only",4,4,0,1,0,2,1,0.0215,-1.05054732514651,-0.0206820364645578,TRUE,FALSE,TRUE
"CD014624_pub2_data","1::1",1,"1","Depression response (early phase)","significance_only",8,8,0,0,0,4,2,0.1291,0.538667421548954,0.0312847107645879,TRUE,FALSE,TRUE
"CD014624_pub2_data","3::2",3,"2","Adverse events (mother)","significance_only",8,8,0,0,0,6,4,0.0861,0.530176552123768,0.0125326443986808,TRUE,FALSE,TRUE
"CD014666_pub2_data","2::overall",2,"","Fear of falling: subgrouped according to mean age","direction_only",31,31,0,25,0,25,25,0.0796,-0.0871968590135435,0.00896114245995272,FALSE,FALSE,FALSE
"CD014678_pub2_data","3::overall",3,"","All-cause mortality (dabigatran versus placebo)","significance_only",37,37,0,0,0,9,6,0.0094,0.436364028194179,0.00207667830939111,TRUE,FALSE,TRUE
"CD014678_pub2_data","5::overall",5,"","Stroke","significance_only",34,34,0,3,0,19,15,0.0068,-0.165027668527689,-0.00115429279636099,FALSE,TRUE,TRUE
"CD014736_pub2_data","2::overall",2,"","Six-minute walk test (metres)","direction_only",8,8,0,4,0,7,6,0.0698,-0.0990947515154865,0.0223328735418356,FALSE,FALSE,FALSE
"CD014741_pub2_data","2::overall",2,"","Myocardial infarction (fatal or non-fatal)","direction_only",17,17,0,0,0,12,9,0.0788,0.075036087634085,-0.00625245952397162,FALSE,FALSE,FALSE
"CD014741_pub2_data","6::overall",6,"","Adverse events (any infections)","direction_only",28,28,0,20,0,25,25,0.0216,-0.0942103333235199,0.00306758161368471,FALSE,FALSE,FALSE
"CD014741_pub2_data","7::overall",7,"","Stroke (fatal or non-fatal)","direction_only",7,7,0,0,0,5,3,0.0017,-0.2042894999303,0.00106664693851623,FALSE,FALSE,FALSE
"CD014741_pub2_data","9::overall",9,"","Heart failure","direction_only",7,7,0,0,0,3,2,0.0046,-0.146900145021642,0.00113164517221601,FALSE,FALSE,FALSE
"CD014762_pub2_data","1::overall",1,"","Short-term resolution of symptoms (days 1 to 4 after randomisation)","significance_only",6,6,0,2,0,2,2,0.2882,-0.749081554463749,-0.155189243256213,TRUE,FALSE,TRUE
"CD014763_pub2_data","3::overall",3,"","Participant satisfaction (unsatisfied or very unsatisfied)","significance_only",9,9,0,6,0,7,9,0.0255,-1.0941920302658,-0.140515643108377,FALSE,TRUE,TRUE
"CD014769_pub2_data","1::overall",1,"","Any VTE","significance_only",27,27,0,0,0,7,4,0.0091,-0.167274698918384,-0.000924998172874607,TRUE,FALSE,TRUE
"CD014769_pub2_data","2::overall",2,"","Subgroup analysis for any VTE stratified by provoked status","significance_only",27,27,0,0,0,7,4,0.0091,-0.167274698918384,-0.000924998172874607,TRUE,FALSE,TRUE
"CD014769_pub2_data","4::overall",4,"","Subgroup analysis for any VTE stratified by sex","significance_only",2,2,0,0,0,0,0,0.0053,-0.565423274009732,-0.00263847942888921,TRUE,FALSE,TRUE
"CD014769_pub2_data","5::overall",5,"","Subgroup analysis for any VTE stratified by disease","significance_only",27,27,0,0,0,7,4,0.0091,-0.167274698918384,-0.000924998172874607,TRUE,FALSE,TRUE
"CD014769_pub2_data","6::overall",6,"","Subgroup analysis for any VTE stratified by type of statin","significance_only",27,27,0,0,0,7,4,0.0091,-0.167274698918384,-0.000924998172874607,TRUE,FALSE,TRUE
"CD014769_pub2_data","7::overall",7,"","Subgroup analysis for any VTE statified by different doses of rosuvstatin","significance_only",9,9,0,0,0,3,3,0.006,-0.442123200288515,-0.00166087376279057,TRUE,FALSE,TRUE
"CD014769_pub2_data","9::overall",9,"","Subgroup analysis for any VTE stratified by treatment duration","significance_only",27,27,0,0,0,7,4,0.0091,-0.167274698918384,-0.000924998172874607,TRUE,FALSE,TRUE
"CD014769_pub2_data","10::overall",10,"","Sensitivity analysis for any VTE excluding unpublished data","significance_only",9,9,0,0,0,1,1,0.0075,-0.26695736366533,-0.00210638940387619,FALSE,TRUE,TRUE
"CD014769_pub2_data","12::overall",12,"","Sensitivity analysis for any VTE excluding data from  > 15% missing outcome data","significance_only",11,11,0,0,0,1,1,0.0086,-0.209569035555901,-0.00155171790921663,FALSE,TRUE,TRUE
"CD014769_pub2_data","13::overall",13,"","Subgroup analysis for DVT stratified by type of statin","significance_only",6,6,0,0,0,1,0,0.0042,-0.363603197133642,-0.00188133431536557,FALSE,TRUE,TRUE
"CD014769_pub2_data","16::overall",16,"","Subgroup analysis for any serious adverse event stratified by type of statin","significance_only",13,13,0,0,0,0,1,0.2261,-0.0517943421310546,-0.00064683854826871,TRUE,FALSE,TRUE
"CD014769_pub2_data","24::overall",24,"","Sensitivity analysis for hepatic disorders","significance_only",19,19,0,0,0,1,1,0.0169,0.113224349637353,0.00209802573935414,FALSE,TRUE,TRUE
"CD014792_pub2_data","1::overall",1,"","Mortality (Grade V Clavien-Dindo)","direction_only",6,6,0,3,0,3,3,0.1117,0.0794082768379773,-0.00924610139194368,FALSE,FALSE,FALSE
"CD014792_pub2_data","5::overall",5,"","Complications related to nutritional support","direction_only",12,12,0,0,0,7,5,0.0362,-0.0747793173750249,0.00433941067359837,FALSE,FALSE,FALSE
"CD014792_pub2_data","6::overall",6,"","Postoperative pancreatic fistula","significance_only",7,7,0,0,0,2,1,0.1056,-0.406572947982363,-0.0468325023467029,FALSE,TRUE,TRUE
"CD014802_pub2_data","9::overall",9,"","Adverse events: hypoglycaemia (88 hours after drug bolus, or up to 4 years + 11 months)","significance_only",2,2,0,0,0,0,1,0.0466,1.6644118929259,0.112931288379138,TRUE,FALSE,TRUE
"CD014820_pub2_data","1::overall",1,"","Acute kidney injury","direction_only",138,138,0,12,0,25,18,0.1864,-0.055664782605207,0.00303281159813803,FALSE,FALSE,FALSE
"CD014820_pub2_data","2::overall",2,"","Death (any cause)","significance_only",128,128,0,17,0,51,45,0.1205,-0.105772294109357,-0.00284567477092518,TRUE,FALSE,TRUE
"CD014820_pub2_data","3::overall",3,"","Dialysis","significance_only",96,96,0,30,0,49,38,0.0839,0.157406194571975,0.000656382341477141,TRUE,FALSE,TRUE
"CD014820_pub2_data","5::overall",5,"","Change in serum cystatin C [mg/L]","direction_only",44,44,0,27,0,36,31,0.0442,0.112381916664484,-0.00210176991623519,FALSE,FALSE,FALSE
"CD014820_pub2_data","8::overall",8,"","Adverse events: stroke","significance_only",45,45,0,9,0,41,21,0.0223,-0.155566447476155,-0.00925804731197379,FALSE,TRUE,TRUE
"CD014833_pub2_data","8::overall",8,"","Breastfeeding exclusivity short-term 1 to 3 months post-intervention","significance_only",5,5,0,0,0,0,0,0.4821,0.439593099344258,0.100578354047898,TRUE,FALSE,TRUE
"CD014844_pub2_data","1::overall",1,"","Uterine infection","significance_only",6,6,0,0,0,1,1,0.0366,-0.271180192017009,-0.0120362318474431,FALSE,TRUE,TRUE
"CD014844_pub2_data","7::overall",7,"","Hospitalisation for treatment of infection","direction_only",3,3,0,1,0,2,2,0.0096,-0.263701360795181,3.25314250279344e-05,FALSE,FALSE,FALSE
"CD014844_pub2_data","8::overall",8,"","Sensitivity analysis: uterine infection - studies at low risk of bias","significance_only",3,3,0,0,0,1,1,0.0246,-0.588493078835859,-0.0221210563108462,TRUE,FALSE,TRUE
"CD014844_pub2_data","10::1",10,"1","Subgroup: uterine infection by antibiotic class","significance_only",5,5,0,0,0,0,0,0.0368,-0.230053754595704,-0.0112813941613306,FALSE,TRUE,TRUE
"CD014844_pub2_data","12::1",12,"1","Subgroup: uterine infection by administration route","significance_only",4,4,0,0,0,0,0,0.0353,-0.316906637291152,-0.0116931756074732,FALSE,TRUE,TRUE
"CD014852_pub2_data","21::overall",21,"","Complication (hyper/hypoglycaemia) during intervention phase","direction_only",3,3,0,0,0,0,0,0.0179,0.107872601331298,-0.0688724062455452,FALSE,FALSE,FALSE
"CD014855_pub2_data","2::1",2,"1","Wound infection","significance_only",8,8,0,0,0,1,1,0.201,0.723976647236185,0.0761367920563292,TRUE,FALSE,TRUE
"CD014855_pub2_data","4::1",4,"1","Mortality","significance_only",8,8,0,4,0,7,7,0.0131,0.956461410751273,0.0462651994165581,FALSE,TRUE,TRUE
"CD014869_pub2_data","1::overall",1,""," All-cause mortality (between  1 and 5 years)","direction_only",8,8,0,0,0,0,0,0.7148,0.00729772924796753,-0.0154469898497303,FALSE,FALSE,FALSE
"CD014891_pub2_data","2::overall",2,"","Corrected distance visual acuity worse than 6/6 ","direction_only",2,2,0,0,0,0,0,0.3386,0.0569307321056924,-6.89255591246728e-05,FALSE,FALSE,FALSE
"CD014914_pub2_data","8::overall",8,"","Sneezing (continuous) (prevention)","significance_only",10,2,8,0,0,1,1,0.0776,-1.94085556557813,-0.11878928426054,TRUE,FALSE,TRUE
"CD014920_pub2_data","1::overall",1,"","Acute myocardial infarction (short term < 30 days)","significance_only",2,2,0,0,0,0,1,0.0777,-1.2643263028558,-0.0403565512456768,FALSE,TRUE,TRUE
"CD014935_pub2_data","1::overall",1,"","All-cause mortality","direction_only",3,3,0,0,0,1,0,0.1138,0.0275873316526231,-0.00547498439854397,FALSE,FALSE,FALSE
"CD014937_pub2_data","2::overall",2,"","Any use of kidney replacement therapy","direction_and_significance",46,46,0,13,0,24,22,0.1125,0.00164432376149952,-0.0115180189059566,FALSE,TRUE,FALSE
"CD014937_pub2_data","6::overall",6,"","Changes in serum creatinine within 30 days (mg/dL]","significance_only",15,15,0,8,0,10,9,0.304,-0.179099250314711,-0.0452616844953493,FALSE,TRUE,TRUE
"CD014937_pub2_data","14::overall",14,"","Subgroup analysis: acute kidney injury by definition","significance_only",14,14,0,0,0,0,0,0.3017,-0.528658483913378,-0.0682003151672229,TRUE,FALSE,TRUE
"CD014937_pub2_data","17::overall",17,"","Sensitivity analysis: any use of KRT (only studies with ""some concerns""  or a ""low"" overall risk of bias)","significance_only",23,23,0,10,0,16,15,0.0252,-0.359757201186382,-0.0108513044423716,FALSE,TRUE,TRUE
"CD014937_pub2_data","18::overall",18,"","Sensitivity analysis: any use of KRT (placebo-controlled studies)","significance_only",15,15,0,7,0,10,10,0.0341,-0.808714813372781,-0.0246835809313562,TRUE,FALSE,TRUE
"CD014937_pub2_data","21::overall",21,"","Subgroup analysis: any use of KRT by type of diuretic","significance_only",44,44,0,17,0,31,29,0.0237,-0.275724014286095,-0.00978375043840675,FALSE,TRUE,TRUE
"CD014941_pub2_data","6::overall",6,"","Withdrawal from the study due to adverse events","significance_only",2,2,0,0,0,0,0,0.0926,1.03002917820382,0.0571503741258227,TRUE,FALSE,TRUE
"CD014941_pub2_data","18::overall",18,"","Cenobamate versus placebo - subgroup analysis, any serious adverse event","direction_only",4,4,0,0,0,0,0,0.0526,0.0798239786403203,-0.00378765022144231,FALSE,FALSE,FALSE
"CD014959_pub2_data","4::overall",4,"","Sensitivity analysis: laboratory-confirmed leptospirosis (worst-case scenario)","direction_only",6,6,0,0,0,1,1,0.1427,-0.362380246815706,0.0339565056103669,FALSE,FALSE,FALSE
"CD014959_pub2_data","9::overall",9,"","Sensitivity analysis: clinical diagnosis of leptospirosis regardless of the presence of laboratory confirmation (best-case scenario)","significance_only",4,4,0,0,0,0,0,0.1278,-1.22840621836499,-0.114614275718392,TRUE,FALSE,TRUE
"CD014959_pub2_data","14::overall",14,"","Proportion of people with non-serious adverse events","significance_only",3,3,0,0,0,1,2,0.0147,2.35116496919316,0.0322766818592607,TRUE,FALSE,TRUE
"CD014959_pub2_data","16::overall",16,"","Sensitivity analysis: non-serious adverse events (worst-case scenario)","significance_only",3,3,0,0,0,0,2,0.0725,3.56933130459306,0.123609145403552,TRUE,FALSE,TRUE
"CD014964_pub2_data","5::overall",5,"","Technical failure of neuraxial anaesthesia","significance_only",68,43,25,11,0,29,24,0.0376,-0.115340351590656,-0.0111266018902213,FALSE,TRUE,TRUE
"CD014964_pub2_data","7::overall",7,"","Any adverse events","significance_only",36,15,21,6,0,9,8,0.0928,-0.441812771189237,-0.0334316819663527,TRUE,FALSE,TRUE
"CD014964_pub2_data","3::2",3,"2","Number of attempts (Types of ultrasound guidance: preprocedural versus real-time)","significance_only",36,22,14,4,0,14,11,0.0925,-0.196926148703528,-0.0151445384003295,FALSE,TRUE,TRUE
"CD014965_pub2_data","2::1",2,"1","Aggression","significance_only",8,8,0,0,0,4,2,0.086,0.908186857706642,0.0564140238283917,TRUE,FALSE,TRUE
"CD014965_pub2_data","3::1",3,"1","Weight gain above clinically relevant thresholds","significance_only",3,3,0,0,0,2,2,0.0859,1.25102413675878,0.112246563381958,FALSE,TRUE,TRUE
"CD014965_pub2_data","5::2",5,"2","Extrapyramidal side effects: any extrapyramidal symptom","significance_only",3,3,0,1,0,2,2,0.0829,0.928583623669102,0.111584701221073,FALSE,TRUE,TRUE
"CD014965_pub2_data","13::2",13,"2","Other side effects: somnolence","significance_only",3,3,0,0,0,0,0,0.1531,1.79556652354355,0.193067716191765,TRUE,FALSE,TRUE
"CD014965_pub2_data","18::1",18,"1","Other side effects: hypersalivation","significance_only",4,4,0,0,0,2,2,0.0667,1.30602145263919,0.0799355983826039,FALSE,TRUE,TRUE
"CD014965_pub2_data","19::1",19,"1","Other side effects: tremor","significance_only",4,4,0,0,0,3,4,0.0444,1.56619127393998,0.0632557452882086,FALSE,TRUE,TRUE
"CD014965_pub2_data","7::overall",7,"","Other side effects: dyskinesia","direction_only",2,2,0,0,0,2,1,0.0333,0.0389095945711778,-0.0169135872492165,FALSE,FALSE,FALSE
"CD014966_pub2_data","1::overall",1,"","Kidney graft loss","significance_only",79,79,0,0,0,4,5,0.2041,-0.115244598093911,-0.00754857896946967,TRUE,FALSE,TRUE
"CD014967_pub2_data","1::overall",1,"","Proportion of infants who achieve seizure control after the first loading dose of ASM","direction_only",15,15,0,2,0,3,3,0.453,-0.0551977406992684,0.0128761787620911,FALSE,FALSE,FALSE
"CD014967_pub2_data","4::overall",4,"","Requirement for mechanical ventilation","significance_only",13,13,0,4,0,9,10,0.0848,0.584954963813156,0.0727483858233435,FALSE,TRUE,TRUE
"CD014967_pub2_data","6::overall",6,"","Bradycardia","direction_only",9,9,0,3,0,5,5,0.2084,-0.24781212624168,0.00159385731486407,FALSE,FALSE,FALSE
"CD015003_pub2_data","2::overall",2,"","Non-fatal myocardial infarction","significance_only",3,3,0,0,0,1,1,0.0712,0.726750686350595,0.0484794473693998,FALSE,TRUE,TRUE
"CD015014_pub2_data","5::overall",5,"","Unplanned hospital admissions (proportion of residents with at least one unplanned hospital admission)","significance_only",8,8,0,0,0,1,0,0.2945,-0.439547778978076,-0.086472450465799,TRUE,FALSE,TRUE
"CD015014_pub2_data","6::overall",6,"","Unplanned hospital admissions (proportion of residents with at least one unplanned hospital admission): subgroup analysis by EPOC category","significance_only",8,8,0,0,0,1,0,0.2945,-0.439547778978076,-0.086472450465799,TRUE,FALSE,TRUE
"CD015014_pub2_data","7::overall",7,"","Unplanned hospital admissions (proportion of residents with at least one unplanned hospital admission): subgroup analysis by type of care provided","significance_only",8,8,0,0,0,1,0,0.2945,-0.439547778978076,-0.086472450465799,TRUE,FALSE,TRUE
"CD015014_pub2_data","8::overall",8,"","Unplanned hospital admissions (proportion of residents with at least one unplanned hospital admission): subgroup analysis by resident's condition","significance_only",8,8,0,0,0,1,0,0.2945,-0.439547778978076,-0.0864724504657989,TRUE,FALSE,TRUE
