"dataset_name","mismatch_rate","paired_analyses","fix_1","fix_2","fix_3","fix_4","fix_5"
"CD011778_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD011800_pub2_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD011851_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD012170_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD012178_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD012265_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD012268_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD012335_pub2_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","",""
"CD012426_pub2_data",NA,NA,"duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_n_le0: Correct sample size; N must be > 0.","ctrl_n_le0: Correct sample size; N must be > 0.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD012445_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD012532_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw."
"CD012570_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD012572_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD012594_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","",""
"CD012623_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD012718_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD012886_pub3_data",NA,NA,"duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","","","",""
"CD012967_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD012997_pub3_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD013038_pub3_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013053_pub3_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","",""
"CD013054_pub3_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD013056_pub3_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD013057_pub3_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.",""
"CD013078_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD013158_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD013166_pub3_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013284_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw."
"CD013294_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD013295_pub2_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw."
"CD013329_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","",""
"CD013331_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013353_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD013358_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD013421_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD013429_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD013468_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013474_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD013508_pub3_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013571_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013591_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD013613_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013719_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD013726_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013729_pub2_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013731_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD013757_pub3_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD013763_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013773_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD013774_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD013789_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD013810_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD013821_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD013822_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD013834_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD013835_pub2_data",NA,NA,"exp_n_le0: Correct sample size; N must be > 0.","ctrl_n_le0: Correct sample size; N must be > 0.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","all_events: Check event coding; consider RD; use continuity correction if OR/RR.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD013857_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD014040_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD014160_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD014428_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD014497_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","",""
"CD014573_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw."
"CD014574_pub2_data",NA,NA,"duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","all_events: Check event coding; consider RD; use continuity correction if OR/RR.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.",""
"CD014580_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD014617_pub3_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.",""
"CD014623_pub2_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","","","",""
"CD014687_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD014688_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD014713_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD014722_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD014755_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD014758_pub3_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD014785_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD014803_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD014811_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD014845_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD014861_pub2_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD014871_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD014872_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD014889_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
