"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","k","double_zero","sparse_events","orcc_ok","rd_ok","recommended_method","recommendation_reason"
"CD010966_pub4_data","24::overall","24","overall","BMI (change from baseline) ",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011039_pub2_data","8::overall","8","overall","Improvement in kidney function (parameters)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011039_pub2_data","9::overall","9","overall","Improvement in liver function (parameters)",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD011044_pub3_data","1::overall","1","overall","Overall survival",52,52,52,FALSE,TRUE,"RD","double_zero"
"CD011044_pub3_data","2::overall","2","overall","Progression-free survival",35,35,35,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","4::overall","4","overall","AFSS symptom severity",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","5::overall","5","overall","AFSS symptom burden",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","6::overall","6","overall","AFSS episode frequency",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","7::overall","7","overall","AFSS episode duration",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","8::overall","8","overall","Quality of life, SF-36 mental component score",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","9::overall","9","overall","Quality of life, SF-36 physical component score",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","10::overall","10","overall","Quality of life, SF-36 physical function",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","11::overall","11","overall","Quality of life, SF-36 physical role functioning",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","12::overall","12","overall","Quality of life, SF-36 bodily pain",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","13::overall","13","overall","Quality of life, SF-36 general health",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","14::overall","14","overall","Quality of life, SF-36 vitality",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","15::overall","15","overall","Quality of life, SF-36 social functioning",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","16::overall","16","overall","Quality of life, SF-36 role emotional",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","17::overall","17","overall","Quality of life, SF-36 mental health",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","18::overall","18","overall","Exercise capacity (VO2peak)",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","19::overall","19","overall","Exercise capacity (6MWT)",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD011197_pub3_data","20::overall","20","overall","Exercise capacity (SMD)",12,12,12,FALSE,TRUE,"RD","double_zero"
"CD011305_pub3_data","1::overall","1","overall","All-cause mortality at 0 to 7 days",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011305_pub3_data","5::overall","5","overall","Death due to bleeding  (0 to 3 months)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011305_pub3_data","15::overall","15","overall","Mean number of RBC transfusions (units) per participant (0 to 3 months)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011305_pub3_data","16::overall","16","overall","Interval between RBC transfusions (days) (0 to 3 months)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011305_pub3_data","19::overall","19","overall","Number of PLT transfusions (doses) per participant (0 to 3 months)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011330_pub2_data","1::1","1","1","Global symptoms score",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD011330_pub2_data","1::2","1","2","Global symptoms score",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011330_pub2_data","1::3","1","3","Global symptoms score",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011330_pub2_data","3::2","3","2","Withdrawal due to adverse events",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011330_pub2_data","4::1","4","1","Psychological symptoms",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011330_pub2_data","4::2","4","2","Psychological symptoms",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011330_pub2_data","4::3","4","3","Psychological symptoms",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011330_pub2_data","5::1","5","1","Physical symptoms",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011330_pub2_data","5::3","5","3","Physical symptoms",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011381_pub3_data","8::overall","8","overall","Comparisons for quality of life - physical (MS related: MSQOL-54 PH; MSQoL-54; MSIS29 Psychological)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011381_pub3_data","10::overall","10","overall","Comparisons for quality of life - mental (MS related: MSQOL-54 PH; MSQoL-54; MSIS29 Psychological)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011468_pub2_data","3::overall","3","overall","Quality of life",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011575_pub3_data","12::overall","12","overall","Mean systolic BP achieved",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011575_pub3_data","13::overall","13","overall","Mean diastolic BP achieved",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","1::overall","1","overall","Moderate-to-severe exacerbations (Rate)",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","2::overall","2","overall","Moderate-to-severe exacerbations (Time-to-first)",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","4::overall","4","overall","Moderate-to-severe exacerbations (Rate, stratified by eosinophil count)",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","6::overall","6","overall","Severe exacerbations (Rate)",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","7::overall","7","overall","Severe exacerbations (Time-to-first)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","8::overall","8","overall","All exacerbations (Rate)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","9::overall","9","overall","Change in SGRQ",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","11::overall","11","overall","SGRQ, end of study",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","13::overall","13","overall","Pneumonia (Time-to-first)",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","16::overall","16","overall","Change in E-RS",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","17::overall","17","overall","TDI, ≥ 1-unit increase",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","18::overall","18","overall","TDI (Focal score), over 24 weeks",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","19::overall","19","overall","Change in trough FEV1 (mL)",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","20::overall","20","overall","Trough FEV1, end of study (mL)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","21::overall","21","overall","FEV1 AUC 0 to 4 (mL), end of study",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","22::overall","22","overall","Change in trough FVC (mL)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011600_pub3_data","24::overall","24","overall","Death, all causes (Time-to-event)",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","1::overall","1","overall","Hypertensive disorders of pregnancy (including pre-eclampsia, pregnancy-induced hypertension, eclampsia)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","2::overall","2","overall","Perinatal (foetal and neonatal) mortality",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","3::overall","3","overall","Large-for-gestational-age",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","4::overall","4","overall","Composite of mortality or serious morbidity (as defined by trial)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","5::overall","5","overall","Caesarean section",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","12::overall","12","overall","Use of pharmacological therapy",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","22::overall","22","overall","Neonatal death",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","23::overall","23","overall","Macrosomia",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","24::overall","24","overall","Small-for-gestational-age",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","26::overall","26","overall","Gestational age at birth (weeks)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","27::overall","27","overall","Birthweight",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","33::overall","33","overall","Infant hypoglycaemia",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","34::overall","34","overall","Neonatal jaundice (hyperbilirubinaemia)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011624_pub3_data","41::overall","41","overall","Admission to neonatal intensive care unit/nursery",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011626_pub3_data","1::overall","1","overall","Cardiac T2* value (ms)",15,15,15,FALSE,TRUE,"RD","double_zero"
"CD011626_pub3_data","2::overall","2","overall","Myocardial iron concentration (mg/g)",14,14,14,FALSE,TRUE,"RD","double_zero"
"CD011626_pub3_data","3::overall","3","overall","Left ventricular ejection fraction (%)",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD011626_pub3_data","4::overall","4","overall","Serum ferritin (μg/mL)",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD011626_pub3_data","5::overall","5","overall","Liver T2* value (ms)",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD011626_pub3_data","6::overall","6","overall","Liver iron concentration (mg/g)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011670_pub3_data","7::overall","7","overall","Total length of hospital stay (days)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011671_pub3_data","8::overall","8","overall","Duration of delayed graft function",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011689_pub4_data","8::overall","8","overall","Blood loss",110,110,110,FALSE,TRUE,"RD","double_zero"
"CD011689_pub4_data","9::overall","9","overall","Change in haemoglobin",83,83,83,FALSE,TRUE,"RD","double_zero"
"CD011689_pub4_data","8::1","8","1","Blood loss",190,190,190,FALSE,TRUE,"RD","double_zero"
"CD011689_pub4_data","8::2","8","2","Blood loss",26,26,26,FALSE,TRUE,"RD","double_zero"
"CD011689_pub4_data","9::1","9","1","Change in haemoglobin",142,142,142,FALSE,TRUE,"RD","double_zero"
"CD011689_pub4_data","9::2","9","2","Change in haemoglobin",23,23,23,FALSE,TRUE,"RD","double_zero"
"CD011689_pub4_data","8::3","8","3","Blood loss",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011762_pub2_data","14::overall","14","overall","Volume of blood loss",49,49,49,FALSE,TRUE,"RD","double_zero"
"CD011778_pub2_data","1::overall","1","overall","PPD (change from baseline (mm)); 3 months",45,45,45,FALSE,TRUE,"RD","double_zero"
"CD011778_pub2_data","2::overall","2","overall","PPD (change from baseline (mm)); 6 months",21,21,21,FALSE,TRUE,"RD","double_zero"
"CD011778_pub2_data","3::overall","3","overall","BOP (change from baseline (%)); 3 months",18,18,18,FALSE,TRUE,"RD","double_zero"
"CD011778_pub2_data","4::overall","4","overall","BOP (change from baseline (%)); 6 months",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD011778_pub2_data","5::overall","5","overall","CAL (change from baseline (mm)); 3 months",42,42,42,FALSE,TRUE,"RD","double_zero"
"CD011778_pub2_data","6::overall","6","overall","CAL (change from baseline (mm)); 6 months",17,17,17,FALSE,TRUE,"RD","double_zero"
"CD011778_pub2_data","7::overall","7","overall","REC (change from baseline (mm)); 3 months",15,15,15,FALSE,TRUE,"RD","double_zero"
"CD011778_pub2_data","8::overall","8","overall","REC (change from baseline (mm)); 6 months",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011778_pub2_data","9::overall","9","overall","PPD at 6 months. Subgroup analysis according to type of control (placebo or negative control)",17,17,17,FALSE,TRUE,"RD","double_zero"
"CD011778_pub2_data","10::overall","10","overall","CAL at 6 months. Subgroup analysis according to type of control (placebo or negative control)",15,15,15,FALSE,TRUE,"RD","double_zero"
"CD011793_pub3_data","2::overall","2","overall","Cardiopulmonary bypass time (minutes)",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD011793_pub3_data","3::overall","3","overall","Aortic cross-clamp time (minutes)",12,12,12,FALSE,TRUE,"RD","double_zero"
"CD011793_pub3_data","4::overall","4","overall","Length of hospital stay (days)",11,11,11,FALSE,TRUE,"RD","double_zero"
"CD011793_pub3_data","5::overall","5","overall","Postoperative blood loss (mL)",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD011793_pub3_data","7::overall","7","overall","Pain scores",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011793_pub3_data","8::overall","8","overall","Quality of life",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011793_pub3_data","9::overall","9","overall","Index admission costs",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011793_pub3_data","10::overall","10","overall","Intensive care unit stay (days)",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD011793_pub3_data","11::overall","11","overall","Postoperative pulmonary function tests (% FEV1)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011793_pub3_data","14::overall","14","overall","Postoperative ventilation time (hours)",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD011800_pub2_data","2::overall","2","overall","Secondary hyperparathyroidism (achieved parathyroid hormone level)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011800_pub2_data","7::overall","7","overall","Secondary hyperparathyroidism (change in parathyroid hormone level from baseline)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011806_pub2_data","4::overall","4","overall","Quality of life (QoL) (end of follow-up/change in score)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011806_pub2_data","5::overall","5","overall","QoL (end of follow-up/change in score) – sensitivity analysis (fixed-effect)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011806_pub2_data","8::overall","8","overall","Withdrawals due to adverse events – sensitivity analysis (removal of studies at risk of bias)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011806_pub2_data","9::overall","9","overall","Disease activity at end of follow-up (Crohn's disease)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011806_pub2_data","10::overall","10","overall","Disease activity at end of follow-up (Crohn's disease) – sensitivity analysis (fixed-effect)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011806_pub2_data","12::overall","12","overall","Disease activity at end of follow-up (ulcerative colitis)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011806_pub2_data","13::overall","13","overall","Disease activity at end of follow-up (ulcerative colitis) – sensitivity analysis (fixed-effect)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011806_pub2_data","14::overall","14","overall","Normalisation of vitamin D levels – vitamin D levels at end of study period (continuous outcomes)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011806_pub2_data","15::overall","15","overall","Normalisation of vitamin D levels – vitamin D levels at end of study period (continuous outcomes) – sensitivity analysis (fixed effect)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","3::overall","3","overall","Low-density lipoprotein cholesterol",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","4::overall","4","overall","Low-density lipoprotein cholesterol: sensitivity analysis using fixed-effect model",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","5::overall","5","overall","Low-density lipoprotein cholesterol: sensitivity analysis excluding studies with high risk of bias",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","6::overall","6","overall","Systolic blood pressure",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","7::overall","7","overall","Systolic blood pressure: sensitivity analysis using fixed-effect model",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","8::overall","8","overall","Systolic blood pressure: sensitivity of analysis excluding studies with high risk of bias",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","9::overall","9","overall"," Systolic blood pressure: sensitivity analysis excluding outlier",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","10::overall","10","overall","Diastolic blood pressure",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","11::overall","11","overall","Diastolic blood pressure: sensitivity analysis using fixed-effect model",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","12::overall","12","overall","Diastolic blood pressure: sensitivity analysis excluding studies with high risk of bias",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","13::overall","13","overall","Heart rate",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011851_pub3_data","14::overall","14","overall","Heart rate: sensitivity analysis using fixed-effect model",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011866_pub3_data","6::overall","6","overall","Frequency of drug intake, end of treatment",11,11,11,FALSE,TRUE,"RD","double_zero"
"CD011866_pub3_data","7::overall","7","overall","Longest period of abstinence",19,19,19,FALSE,TRUE,"RD","double_zero"
"CD011866_pub3_data","8::overall","8","overall","Craving",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD011866_pub3_data","9::overall","9","overall","Severity of dependence",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD011866_pub3_data","10::overall","10","overall","Depression",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011885_pub2_data","9::overall","9","overall","General mental state: average endpoint BPRS total score (lower is better)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011885_pub2_data","11::overall","11","overall","Global state: CGI-Severity endpoint or change score (lower is better)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD011885_pub2_data","14::overall","14","overall","Positive symptoms: average endpoint or change PANSS positive subscore (lower is better)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011885_pub2_data","16::overall","16","overall","Negative symptoms: average endpoint or change in PANSS negative subscore (lower is better)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD011885_pub2_data","19::overall","19","overall","Depressive symptoms: average endpoint PANSS G6 item (depression) score (lower is better)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011885_pub2_data","23::overall","23","overall","Aggressive behaviour: average endpoint PANSS-Excited Component subscore (lower is better)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011885_pub2_data","24::overall","24","overall","Duration of hospitalisation in days (lower is better)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011885_pub2_data","27::overall","27","overall","Adverse effects: extrapyramidal – akathisia measured by mean score change in BAS (lower is better)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011885_pub2_data","35::overall","35","overall","Adverse effects: extrapyramidal – parkinsonism measured by mean score change in SAS (lower is better)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD011885_pub2_data","54::overall","54","overall","Adverse effects: weight – average change in kg (lower is better)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD012067_pub3_data","11::overall","11","overall","Health-related quality of life",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012079_pub2_data","8::overall","8","overall","POP-Q assessment ",40,40,40,FALSE,TRUE,"RD","double_zero"
"CD012079_pub2_data","9::overall","9","overall","POP-Q assessment Total Vaginal Length (TVL)",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD012079_pub2_data","13::overall","13","overall","Pelvic Organ Prolapse/Urinary Incontinence Sexual Function Questionnaire 12 (PISQ-12) (0-48)",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD012079_pub2_data","14::overall","14","overall","Quality of life",14,14,14,FALSE,TRUE,"RD","double_zero"
"CD012079_pub2_data","15::overall","15","overall","Quality of life (combined) ",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD012079_pub2_data","17::overall","17","overall","Operating time (minutes)",19,19,19,FALSE,TRUE,"RD","double_zero"
"CD012152_pub4_data","15::overall","15","overall","Receipt of any medications for hypoglycaemia such as glucagon or corticosteroids",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012152_pub4_data","18::overall","18","overall","Duration of initial hospital stay (days)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012170_pub2_data","1::overall","1","overall","Amount of physical activity",36,36,36,FALSE,TRUE,"RD","double_zero"
"CD012170_pub2_data","2::overall","2","overall","Minutes of sedentary behaviour",20,20,20,FALSE,TRUE,"RD","double_zero"
"CD012170_pub2_data","3::overall","3","overall","Physical health quality of life",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD012178_pub2_data","6::overall","6","overall","Any reported adverse effects",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD012214_pub3_data","2::overall","2","overall","Progression of endometrial hyperplasia to endometrial cancer",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","1::overall","1","overall","Body weight",21,21,21,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","2::overall","2","overall","BMI",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","3::overall","3","overall","Waist circumference",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","4::overall","4","overall","Fat mass",14,14,14,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","5::overall","5","overall","Subgroup analysis: body weight by menopausal status",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","6::overall","6","overall","Subgroup analysis: body weight by sex",21,21,21,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","7::overall","7","overall","Subgroup analysis: body weight by baseline BMI",21,21,21,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","8::overall","8","overall","Subgroup analysis: body weight by dose",21,21,21,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","9::overall","9","overall","Subgroup analysis: body weight by co-intervention",21,21,21,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","10::overall","10","overall","Subgroup analysis: body weight by trial duration",21,21,21,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","11::overall","11","overall","Subgroup analysis: body weight by trial size",21,21,21,FALSE,TRUE,"RD","double_zero"
"CD012268_pub2_data","12::overall","12","overall","Subgroup analysis: intention-to-treat",21,21,21,FALSE,TRUE,"RD","double_zero"
"CD012397_pub2_data","9::overall","9","overall","Specific behaviours: average endpoint in aggression score",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012429_pub2_data","15::overall","15","overall","Change in movement disorders (BARS)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD012429_pub2_data","16::overall","16","overall","Change in movement disorders (AIMS)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD012429_pub2_data","17::overall","17","overall","Change in movement disorders (SAS)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD012445_pub2_data","1::overall","1","overall","Child emotional and behavioural adjustment – postintervention",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD012445_pub2_data","2::overall","2","overall","Child emotional and behavioural adjustment – latest follow-up",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD012445_pub2_data","3::overall","3","overall","Parenting skills – postintervention",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD012445_pub2_data","4::overall","4","overall","Parenting skills – latest follow-up",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD012445_pub2_data","5::overall","5","overall","Parental depression/anxiety – postintervention",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012445_pub2_data","6::overall","6","overall","Parental depression or anxiety – latest follow-up",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012445_pub2_data","7::overall","7","overall","Parenting stress – postintervention",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD012445_pub2_data","8::overall","8","overall","Parenting stress – latest follow-up",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD012445_pub2_data","9::overall","9","overall","Parent mindfulness – postintervention",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD012445_pub2_data","10::overall","10","overall","Parent mindfulness – latest follow-up",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD012532_pub2_data","1::overall","1","overall","Overall Survival",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD012532_pub2_data","2::overall","2","overall","Progression-free survival",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD012570_pub2_data","5::overall","5","overall","Systolic blood pressure",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD012570_pub2_data","6::overall","6","overall","Diastolic blood pressure",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD012572_pub3_data","6::overall","6","overall","Systolic blood pressure",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD012572_pub3_data","7::overall","7","overall","Systolic blood pressure subgrouped on duration",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD012572_pub3_data","8::overall","8","overall","Systolic blood pressure subgrouped on drug type",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD012572_pub3_data","9::overall","9","overall","Diastolic blood pressure",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD012572_pub3_data","10::overall","10","overall","Diastolic blood pressure subgrouped on duration",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD012572_pub3_data","11::overall","11","overall","Diastolic blood pressure subgrouped on drug type",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD012586_pub2_data","8::1","8","1","Oocyte number",35,35,35,FALSE,TRUE,"RD","double_zero"
"CD012586_pub2_data","8::2","8","2","Oocyte number",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD012586_pub2_data","8::3","8","3","Oocyte number",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD012586_pub2_data","9::1","9","1","Blastocyst number",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD012586_pub2_data","10::1","10","1","Frozen embryo number",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD012586_pub2_data","10::2","10","2","Frozen embryo number",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD012623_pub2_data","2::overall","2","overall","Visual outcome gained following intervention in ETDRS letters",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD012642_pub2_data","8::overall","8","overall","Periventricular leukomalacia",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012642_pub2_data","9::overall","9","overall","Maximal weight loss %",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD012693_pub3_data","7::overall","7","overall","Log(N oocytes retrieved); data presented on the log scale - cannot interpret pooled estimates as N of oocytes",12,12,12,FALSE,TRUE,"RD","double_zero"
"CD012693_pub3_data","15::overall","15","overall","Total dose of FSH",23,23,23,FALSE,TRUE,"RD","double_zero"
"CD012693_pub3_data","16::overall","16","overall","Duration of FSH administration",22,22,22,FALSE,TRUE,"RD","double_zero"
"CD012693_pub3_data","34::overall","34","overall","Dose-response: total dose of FSH",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD012693_pub3_data","35::overall","35","overall","Dose-response: duration of FSH administration",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD012850_pub2_data","9::overall","9","overall","Muscle pain at rest (continuous data)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD012850_pub2_data","10::overall","10","overall","Muscle pain at rest (continuous data)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD012850_pub2_data","21::overall","21","overall","Range of mandibular motion (maximum unassisted (mandibular) opening",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD012850_pub2_data","22::overall","22","overall","Range of mandibular motion (unassisted (mandibular) opening without pain)",4,4,4,FALSE,TRUE,"RD","double_zero"
