"key","dataset_name_orig","analysis_key_orig","analysis_number_orig","subgroup_number_orig","analysis_name_orig","k_orig","double_zero_orig","sparse_events_orig","orcc_ok_orig","rd_ok_orig","recommended_method_orig","recommendation_reason_orig","orcc_pooled_effect","orcc_ci_lb","orcc_ci_ub","rd_pooled_effect","rd_ci_lb","rd_ci_ub","dataset_name_fix","analysis_key_fix","analysis_number_fix","subgroup_number_fix","analysis_name_fix","k_fix","double_zero_fix","sparse_events_fix","orcc_ok_fix","rd_ok_fix","recommended_method_fix","recommendation_reason_fix","method_changed"
"CD015326_pub2_data|1::1","CD015326_pub2_data","1::1",1,"1","BMI (Short-term)",14,14,14,TRUE,FALSE,"OR_cc","fallback_or",-0.0419991624806983,-1.09526176470081,1.01126343973941,NA,NA,NA,"CD015326_pub2_data","1::1","1","1","BMI (Short-term)",14,14,14,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|1::overall","CD015326_pub2_data","1::overall",1,"overall","BMI (Short-term)",8,8,8,TRUE,FALSE,"OR_cc","fallback_or",-0.0206921350544672,-1.41460662882423,1.3732223587153,NA,NA,NA,"CD015326_pub2_data","1::overall","1","overall","BMI (Short-term)",8,8,8,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|10::1","CD015326_pub2_data","10::1",10,"1","zBMI (Medium-term) - Subgroup analysis: Socioeconomic status",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.0551053305841229,-2.83411097977761,2.72390031860937,NA,NA,NA,"CD015326_pub2_data","10::1","10","1","zBMI (Medium-term) - Subgroup analysis: Socioeconomic status",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|10::2","CD015326_pub2_data","10::2",10,"2","zBMI (Medium-term) - Subgroup analysis: Socioeconomic status",7,7,7,TRUE,FALSE,"OR_cc","fallback_or",0.0132442575340802,-1.47579357399931,1.50228208906747,NA,NA,NA,"CD015326_pub2_data","10::2","10","2","zBMI (Medium-term) - Subgroup analysis: Socioeconomic status",7,7,7,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|10::3","CD015326_pub2_data","10::3",10,"3","BMI (Short Term) - Subgroup Analysis - Setting of Intervention",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.188370534460126,-2.15032235798203,1.77358128906178,NA,NA,NA,"CD015326_pub2_data","10::3","10","3","BMI (Short Term) - Subgroup Analysis - Setting of Intervention",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|10::4","CD015326_pub2_data","10::4",10,"4","BMI (Short Term) - Subgroup Analysis - Setting of Intervention",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",0.0418733574401548,-1.93589784064834,2.01964455552865,NA,NA,NA,"CD015326_pub2_data","10::4","10","4","BMI (Short Term) - Subgroup Analysis - Setting of Intervention",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|11::1","CD015326_pub2_data","11::1",11,"1","BMI (Short Term) - Subgroup Analysis- Socioeconomic Status",6,6,6,TRUE,FALSE,"OR_cc","fallback_or",0.0360462223700797,-1.57029278522668,1.64238522996684,NA,NA,NA,"CD015326_pub2_data","11::1","11","1","BMI (Short Term) - Subgroup Analysis- Socioeconomic Status",6,6,6,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|11::2","CD015326_pub2_data","11::2",11,"2","BMI (Short Term) - Subgroup Analysis- Socioeconomic Status",7,7,7,TRUE,FALSE,"OR_cc","fallback_or",-0.0678233883628996,-1.55925375550973,1.42360697878393,NA,NA,NA,"CD015326_pub2_data","11::2","11","2","BMI (Short Term) - Subgroup Analysis- Socioeconomic Status",7,7,7,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|11::overall","CD015326_pub2_data","11::overall",11,"overall","BMI (Short-term) - Sensitivity Analysis: ICC=0.04 ",7,7,7,TRUE,FALSE,"OR_cc","fallback_or",-0.0121806005616783,-1.50281675444436,1.478455553321,NA,NA,NA,"CD015326_pub2_data","11::overall","11","overall","BMI (Short-term) - Sensitivity Analysis: ICC=0.04 ",7,7,7,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|12::2","CD015326_pub2_data","12::2",12,"2","BMI (Medium Term) - Subgroup Analysis- Setting of Intervention",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0283661421072489,-2.30389794676053,2.24716566254603,NA,NA,NA,"CD015326_pub2_data","12::2","12","2","BMI (Medium Term) - Subgroup Analysis- Setting of Intervention",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|12::3","CD015326_pub2_data","12::3",12,"3","BMI (Medium Term) - Subgroup Analysis- Setting of Intervention",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.00820135692701348,-2.27483531907131,2.25843260521728,NA,NA,NA,"CD015326_pub2_data","12::3","12","3","BMI (Medium Term) - Subgroup Analysis- Setting of Intervention",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|12::4","CD015326_pub2_data","12::4",12,"4","BMI (Medium Term) - Subgroup Analysis- Setting of Intervention",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",0.00431843778868887,-2.2632338325512,2.27187070812858,NA,NA,NA,"CD015326_pub2_data","12::4","12","4","BMI (Medium Term) - Subgroup Analysis- Setting of Intervention",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|13::1","CD015326_pub2_data","13::1",13,"1","BMI (Medium Term) - Subgroup Analysis - Socioeconomic Status",5,5,5,TRUE,FALSE,"OR_cc","fallback_or",0.00703981285424233,-1.74987849281687,1.76395811852536,NA,NA,NA,"CD015326_pub2_data","13::1","13","1","BMI (Medium Term) - Subgroup Analysis - Socioeconomic Status",5,5,5,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|13::2","CD015326_pub2_data","13::2",13,"2","BMI (Medium Term) - Subgroup Analysis - Socioeconomic Status",5,5,5,TRUE,FALSE,"OR_cc","fallback_or",-0.0359761650058477,-1.79512469710981,1.72317236709812,NA,NA,NA,"CD015326_pub2_data","13::2","13","2","BMI (Medium Term) - Subgroup Analysis - Socioeconomic Status",5,5,5,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|13::overall","CD015326_pub2_data","13::overall",13,"overall","zBMI (Short Term) -  Sensitivity Analysis ICC=0.04 ",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",0.00927287982497471,-2.26440456649271,2.28295032614266,NA,NA,NA,"CD015326_pub2_data","13::overall","13","overall","zBMI (Short Term) -  Sensitivity Analysis ICC=0.04 ",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|14::1","CD015326_pub2_data","14::1",14,"1","BMI (Medium Term) - Subgroup Analysis - Duration of Intervention",7,7,7,TRUE,FALSE,"OR_cc","fallback_or",-0.0103127634063193,-1.49732500154513,1.47669947473249,NA,NA,NA,"CD015326_pub2_data","14::1","14","1","BMI (Medium Term) - Subgroup Analysis - Duration of Intervention",7,7,7,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|14::2","CD015326_pub2_data","14::2",14,"2","BMI (Medium Term) - Subgroup Analysis - Duration of Intervention",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0240214247983166,-2.28935844794013,2.2413155983435,NA,NA,NA,"CD015326_pub2_data","14::2","14","2","BMI (Medium Term) - Subgroup Analysis - Duration of Intervention",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|14::overall","CD015326_pub2_data","14::overall",14,"overall","zBMI (Medium Term) - Sensitivity Analysis ICC=0.04 ",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",0.0150289485701833,-1.95021396769832,1.98027186483869,NA,NA,NA,"CD015326_pub2_data","14::overall","14","overall","zBMI (Medium Term) - Sensitivity Analysis ICC=0.04 ",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|15::1","CD015326_pub2_data","15::1",15,"1","BMI (Long Term) - Subgroup Analysis - Setting of Intervention",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",0.0498572491320484,-2.72448910748372,2.82420360574781,NA,NA,NA,"CD015326_pub2_data","15::1","15","1","BMI (Long Term) - Subgroup Analysis - Setting of Intervention",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|15::2","CD015326_pub2_data","15::2",15,"2","BMI (Long Term) - Subgroup Analysis - Setting of Intervention",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.00437934409501976,-2.27104563119092,2.26228694300088,NA,NA,NA,"CD015326_pub2_data","15::2","15","2","BMI (Long Term) - Subgroup Analysis - Setting of Intervention",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|16::1","CD015326_pub2_data","16::1",16,"1","BMI (Long Term) - Subgroup Analysis - Socioeconomic Status",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",0.0216626753384054,-1.940750573061,1.98407592373782,NA,NA,NA,"CD015326_pub2_data","16::1","16","1","BMI (Long Term) - Subgroup Analysis - Socioeconomic Status",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|17::1","CD015326_pub2_data","17::1",17,"1","BMI (Long Term) - Subgroup Analysis - Duration of Intervention",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",0.0200310722586818,-1.94269947674908,1.98276162126645,NA,NA,NA,"CD015326_pub2_data","17::1","17","1","BMI (Long Term) - Subgroup Analysis - Duration of Intervention",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|18::1","CD015326_pub2_data","18::1",18,"1","zBMI (Short Term) - Subgroup Analysis - Setting of Intervention",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.203428663925344,-2.16560623869387,1.75874891084318,NA,NA,NA,"CD015326_pub2_data","18::1","18","1","zBMI (Short Term) - Subgroup Analysis - Setting of Intervention",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|18::2","CD015326_pub2_data","18::2",18,"2","zBMI (Short Term) - Subgroup Analysis - Setting of Intervention",5,5,5,TRUE,FALSE,"OR_cc","fallback_or",-0.0390753178523428,-1.7995987258768,1.72144809017212,NA,NA,NA,"CD015326_pub2_data","18::2","18","2","zBMI (Short Term) - Subgroup Analysis - Setting of Intervention",5,5,5,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|18::3","CD015326_pub2_data","18::3",18,"3","zBMI (Short Term) - Subgroup Analysis - Setting of Intervention",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.138764098969263,-2.10726363183562,1.82973543389709,NA,NA,NA,"CD015326_pub2_data","18::3","18","3","zBMI (Short Term) - Subgroup Analysis - Setting of Intervention",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|19::1","CD015326_pub2_data","19::1",19,"1","zBMI (Short Term) - Subgroup Analysis - Socioeconomic Status",9,9,9,TRUE,FALSE,"OR_cc","fallback_or",-0.150257725782079,-1.46072697271798,1.16021152115383,NA,NA,NA,"CD015326_pub2_data","19::1","19","1","zBMI (Short Term) - Subgroup Analysis - Socioeconomic Status",9,9,9,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|19::2","CD015326_pub2_data","19::2",19,"2","zBMI (Short Term) - Subgroup Analysis - Socioeconomic Status",5,5,5,TRUE,FALSE,"OR_cc","fallback_or",-0.0214313893787425,-1.78350927683453,1.74064649807704,NA,NA,NA,"CD015326_pub2_data","19::2","19","2","zBMI (Short Term) - Subgroup Analysis - Socioeconomic Status",5,5,5,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|2::1","CD015326_pub2_data","2::1",2,"1","zBMI (Short-term)",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.0151956930344972,-2.80757852568852,2.77718713961952,NA,NA,NA,"CD015326_pub2_data","2::1","2","1","zBMI (Short-term)",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|2::overall","CD015326_pub2_data","2::overall",2,"overall","BMI (Medium-term)",12,12,12,TRUE,FALSE,"OR_cc","fallback_or",0.0370775493484649,-1.09992058403651,1.17407568273344,NA,NA,NA,"CD015326_pub2_data","2::overall","2","overall","BMI (Medium-term)",12,12,12,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|20::1","CD015326_pub2_data","20::1",20,"1","zBMI (Short Term) - Subgroup Analysis - Duration of Intervention",13,13,13,TRUE,FALSE,"OR_cc","fallback_or",-0.10615245626896,-1.19768026496397,0.985375352426053,NA,NA,NA,"CD015326_pub2_data","20::1","20","1","zBMI (Short Term) - Subgroup Analysis - Duration of Intervention",13,13,13,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|21::1","CD015326_pub2_data","21::1",21,"1","zBMI (Medium Term) - Subgroup Analysis - Setting of Intervention",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.317181966762471,-2.58191205034745,1.94754811682251,NA,NA,NA,"CD015326_pub2_data","21::1","21","1","zBMI (Medium Term) - Subgroup Analysis - Setting of Intervention",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|21::2","CD015326_pub2_data","21::2",21,"2","zBMI (Medium Term) - Subgroup Analysis - Setting of Intervention",8,8,8,TRUE,FALSE,"OR_cc","fallback_or",0.00307406724184705,-1.38691522878837,1.39306336327206,NA,NA,NA,"CD015326_pub2_data","21::2","21","2","zBMI (Medium Term) - Subgroup Analysis - Setting of Intervention",8,8,8,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|21::3","CD015326_pub2_data","21::3",21,"3","zBMI (Medium Term) - Subgroup Analysis - Setting of Intervention",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.00820135692701348,-2.27483531907131,2.25843260521728,NA,NA,NA,"CD015326_pub2_data","21::3","21","3","zBMI (Medium Term) - Subgroup Analysis - Setting of Intervention",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|21::4","CD015326_pub2_data","21::4",21,"4","zBMI (Medium Term) - Subgroup Analysis - Setting of Intervention",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.0120819671570403,-2.78549731029191,2.76133337597782,NA,NA,NA,"CD015326_pub2_data","21::4","21","4","zBMI (Medium Term) - Subgroup Analysis - Setting of Intervention",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|22::1","CD015326_pub2_data","22::1",22,"1","zBMI (Medium Term) - Subgroup Analysis - Socioeconomic Status",7,7,7,TRUE,FALSE,"OR_cc","fallback_or",-0.00213456246550793,-1.48685993644976,1.48259081151875,NA,NA,NA,"CD015326_pub2_data","22::1","22","1","zBMI (Medium Term) - Subgroup Analysis - Socioeconomic Status",7,7,7,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|22::2","CD015326_pub2_data","22::2",22,"2","zBMI (Medium Term) - Subgroup Analysis - Socioeconomic Status",9,9,9,TRUE,FALSE,"OR_cc","fallback_or",-0.107012493795376,-1.41606182493279,1.20203683734204,NA,NA,NA,"CD015326_pub2_data","22::2","22","2","zBMI (Medium Term) - Subgroup Analysis - Socioeconomic Status",9,9,9,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|23::1","CD015326_pub2_data","23::1",23,"1","zBMI (Medium Term) -  Subgroup Analysis - Duration of Intervention",10,10,10,TRUE,FALSE,"OR_cc","fallback_or",-0.0372225609565322,-1.27999370831452,1.20554858640145,NA,NA,NA,"CD015326_pub2_data","23::1","23","1","zBMI (Medium Term) -  Subgroup Analysis - Duration of Intervention",10,10,10,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|23::2","CD015326_pub2_data","23::2",23,"2","zBMI (Medium Term) -  Subgroup Analysis - Duration of Intervention",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.163570191090586,-2.12526026335268,1.79811988117151,NA,NA,NA,"CD015326_pub2_data","23::2","23","2","zBMI (Medium Term) -  Subgroup Analysis - Duration of Intervention",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|23::3","CD015326_pub2_data","23::3",23,"3","zBMI (Medium Term) -  Subgroup Analysis - Duration of Intervention",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",0.024553527299579,-2.75030729674744,2.7994143513466,NA,NA,NA,"CD015326_pub2_data","23::3","23","3","zBMI (Medium Term) -  Subgroup Analysis - Duration of Intervention",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|24::2","CD015326_pub2_data","24::2",24,"2","zBMI (Long Term) - Subgroup Analysis - Setting of Intervention",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",0.0212923164940243,-2.24627600116816,2.28886063415621,NA,NA,NA,"CD015326_pub2_data","24::2","24","2","zBMI (Long Term) - Subgroup Analysis - Setting of Intervention",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|24::3","CD015326_pub2_data","24::3",24,"3","zBMI (Long Term) - Subgroup Analysis - Setting of Intervention",5,5,5,TRUE,FALSE,"OR_cc","fallback_or",-0.0817918793891499,-1.83897977923877,1.67539602046047,NA,NA,NA,"CD015326_pub2_data","24::3","24","3","zBMI (Long Term) - Subgroup Analysis - Setting of Intervention",5,5,5,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|25::1","CD015326_pub2_data","25::1",25,"1","zBMI (Long Term) - Subgroup Analysis - Socioeconomic Status",7,7,7,TRUE,FALSE,"OR_cc","fallback_or",-0.0236548256281824,-1.50800425474179,1.46069460348542,NA,NA,NA,"CD015326_pub2_data","25::1","25","1","zBMI (Long Term) - Subgroup Analysis - Socioeconomic Status",7,7,7,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|25::2","CD015326_pub2_data","25::2",25,"2","zBMI (Long Term) - Subgroup Analysis - Socioeconomic Status",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.00982991319729616,-2.2777395364172,2.2580797100226,NA,NA,NA,"CD015326_pub2_data","25::2","25","2","zBMI (Long Term) - Subgroup Analysis - Socioeconomic Status",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|26::1","CD015326_pub2_data","26::1",26,"1","zBMI (Long Term) - Subgroup Analysis - Duration of Intervention",7,7,7,TRUE,FALSE,"OR_cc","fallback_or",-0.0689010346259154,-1.55380069250792,1.41599862325609,NA,NA,NA,"CD015326_pub2_data","26::1","26","1","zBMI (Long Term) - Subgroup Analysis - Duration of Intervention",7,7,7,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|26::2","CD015326_pub2_data","26::2",26,"2","zBMI (Long Term) - Subgroup Analysis - Duration of Intervention",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",0.095509405451508,-2.17044133841673,2.36146014931975,NA,NA,NA,"CD015326_pub2_data","26::2","26","2","zBMI (Long Term) - Subgroup Analysis - Duration of Intervention",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|28::1","CD015326_pub2_data","28::1",28,"1","BMI percentile (Medium Term) - Subgroup Analysis - Setting of Intervention",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.189722550785858,-2.45527684832603,2.07583174675431,NA,NA,NA,"CD015326_pub2_data","28::1","28","1","BMI percentile (Medium Term) - Subgroup Analysis - Setting of Intervention",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|28::2","CD015326_pub2_data","28::2",28,"2","BMI percentile (Medium Term) - Subgroup Analysis - Setting of Intervention",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0872098176341245,-2.35784191822034,2.18342228295209,NA,NA,NA,"CD015326_pub2_data","28::2","28","2","BMI percentile (Medium Term) - Subgroup Analysis - Setting of Intervention",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|29::1","CD015326_pub2_data","29::1",29,"1","BMI percentile (Medium Term) - Subgroup Analysis - Socioeconomic Status",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0474704137009368,-2.31728456583777,2.2223437384359,NA,NA,NA,"CD015326_pub2_data","29::1","29","1","BMI percentile (Medium Term) - Subgroup Analysis - Socioeconomic Status",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|29::2","CD015326_pub2_data","29::2",29,"2","BMI percentile (Medium Term) - Subgroup Analysis - Socioeconomic Status",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.229414983890144,-2.49578263163467,2.03695266385438,NA,NA,NA,"CD015326_pub2_data","29::2","29","2","BMI percentile (Medium Term) - Subgroup Analysis - Socioeconomic Status",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|3::overall","CD015326_pub2_data","3::overall",3,"overall","zBMI (Medium-term)",10,10,10,TRUE,FALSE,"OR_cc","fallback_or",0.0167435737322581,-1.22609562228227,1.25958276974678,NA,NA,NA,"CD015326_pub2_data","3::overall","3","overall","zBMI (Medium-term)",10,10,10,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|30::1","CD015326_pub2_data","30::1",30,"1","BMI percentile (Medium Term)- Subgroup Analysis - Duration of Intervention",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.125577168314001,-2.09064543713034,1.83949110050234,NA,NA,NA,"CD015326_pub2_data","30::1","30","1","BMI percentile (Medium Term)- Subgroup Analysis - Duration of Intervention",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|30::2","CD015326_pub2_data","30::2",30,"2","BMI percentile (Medium Term)- Subgroup Analysis - Duration of Intervention",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.164521452062296,-2.93996455967269,2.61092165554809,NA,NA,NA,"CD015326_pub2_data","30::2","30","2","BMI percentile (Medium Term)- Subgroup Analysis - Duration of Intervention",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|32::1","CD015326_pub2_data","32::1",32,"1","BMI (Short Term) - Sensitivity Analysis ICC=0.04",13,13,13,TRUE,FALSE,"OR_cc","fallback_or",-0.0517135886029112,-1.14474451369768,1.04131733649186,NA,NA,NA,"CD015326_pub2_data","32::1","32","1","BMI (Short Term) - Sensitivity Analysis ICC=0.04",13,13,13,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|33::overall","CD015326_pub2_data","33::overall",33,"overall","BMI (Medium Term) - Sensitivity Analysis ICC=0.04 ",10,10,10,TRUE,FALSE,"OR_cc","fallback_or",0.0340613047843931,-1.20905529704646,1.27717790661524,NA,NA,NA,"CD015326_pub2_data","33::overall","33","overall","BMI (Medium Term) - Sensitivity Analysis ICC=0.04 ",10,10,10,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|34::overall","CD015326_pub2_data","34::overall",34,"overall","BMI (Long Term) - Sensitivity Analysis ICC=0.04 ",5,5,5,TRUE,FALSE,"OR_cc","fallback_or",0.0173316322908905,-1.73797969301688,1.77264295759866,NA,NA,NA,"CD015326_pub2_data","34::overall","34","overall","BMI (Long Term) - Sensitivity Analysis ICC=0.04 ",5,5,5,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|35::overall","CD015326_pub2_data","35::overall",35,"overall","BMI-z (Short Term) - Sensitivity Analysis ICC=0.04 ",14,14,14,TRUE,FALSE,"OR_cc","fallback_or",-0.104379272218526,-1.15592256672587,0.947164022288815,NA,NA,NA,"CD015326_pub2_data","35::overall","35","overall","BMI-z (Short Term) - Sensitivity Analysis ICC=0.04 ",14,14,14,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|36::overall","CD015326_pub2_data","36::overall",36,"overall","zBMI (Medium Term) - Sensitivity Analysis ICC=0.04 ",16,16,16,TRUE,FALSE,"OR_cc","fallback_or",-0.0611424097476134,-1.04304598732784,0.920761167832608,NA,NA,NA,"CD015326_pub2_data","36::overall","36","overall","zBMI (Medium Term) - Sensitivity Analysis ICC=0.04 ",16,16,16,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|37::overall","CD015326_pub2_data","37::overall",37,"overall","zBMI (Long Term) - Sensitivity Analysis ICC=0.04 ",10,10,10,TRUE,FALSE,"OR_cc","fallback_or",-0.0195087048228294,-1.26149134420957,1.22247393456391,NA,NA,NA,"CD015326_pub2_data","37::overall","37","overall","zBMI (Long Term) - Sensitivity Analysis ICC=0.04 ",10,10,10,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|38::overall","CD015326_pub2_data","38::overall",38,"overall","BMI percentile (Medium Term) - Sensitivity Analysis ICC=0.04 ",6,6,6,TRUE,FALSE,"OR_cc","fallback_or",-0.138580936729113,-1.74236200370898,1.46520013025076,NA,NA,NA,"CD015326_pub2_data","38::overall","38","overall","BMI percentile (Medium Term) - Sensitivity Analysis ICC=0.04 ",6,6,6,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|4::overall","CD015326_pub2_data","4::overall",4,"overall","BMI percentile (Short-term)",21,21,21,TRUE,FALSE,"OR_cc","fallback_or",-0.0105117579360459,-0.868963777290295,0.847940261418203,NA,NA,NA,"CD015326_pub2_data","4::overall","4","overall","BMI percentile (Short-term)",21,21,21,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|5::1","CD015326_pub2_data","5::1",5,"1","zBMI (Short-term) - Subgroup analysis: Socioeconomic status",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",0.233472870088719,-2.55205447624456,3.019000216422,NA,NA,NA,"CD015326_pub2_data","5::1","5","1","zBMI (Short-term) - Subgroup analysis: Socioeconomic status",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|5::2","CD015326_pub2_data","5::2",5,"2","zBMI (Short-term) - Subgroup analysis: Socioeconomic status",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0528143517296567,-2.3278773258749,2.22224862241559,NA,NA,NA,"CD015326_pub2_data","5::2","5","2","zBMI (Short-term) - Subgroup analysis: Socioeconomic status",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|5::overall","CD015326_pub2_data","5::overall",5,"overall","BMI percentile (Short-term)",17,17,17,TRUE,FALSE,"OR_cc","fallback_or",-0.054354710727757,-1.00687326465003,0.898163843194519,NA,NA,NA,"CD015326_pub2_data","5::overall","5","overall","BMI percentile (Short-term)",17,17,17,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|6::overall","CD015326_pub2_data","6::overall",6,"overall","zBMI (Medium-term) - Sensitivity Analysis: ICC=0.04",12,12,12,TRUE,FALSE,"OR_cc","fallback_or",-0.0551975366092308,-1.18880570818395,1.07841063496548,NA,NA,NA,"CD015326_pub2_data","6::overall","6","overall","zBMI (Medium-term) - Sensitivity Analysis: ICC=0.04",12,12,12,FALSE,TRUE,"RD","double_zero",TRUE
"CD015326_pub2_data|7::1","CD015326_pub2_data","7::1",7,"1","BMI (Short-term) - Subgroup analysis: Setting of intervention",5,5,5,TRUE,FALSE,"OR_cc","fallback_or",0.0345467318601479,-1.72649555337306,1.79558901709335,NA,NA,NA,"CD015326_pub2_data","7::1","7","1","BMI (Short-term) - Subgroup analysis: Setting of intervention",5,5,5,FALSE,TRUE,"RD","double_zero",TRUE
