"dataset_id","analysis_id","issue"
"CD014852_pub2_data","4::17::Physical performance (Timed Up & Go test) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","5::1::Stroke recurrence at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","6::1::Neurological impairment (NIHSS score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","6::2::Nutritional status (body weight) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","7::1::Quality of life (SF-36, physical component scale) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","7::2::Quality of life (SF-36, mental component scale) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","8::4::Activity of daily living (independent) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","8::7::Neurological improvement (NIHSS score, ≥ 90% decrease ) at and of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","8::12::Swallowing function (water swallow test score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","8::15::Stroke recurrence at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","8::22::Complication (sepsis) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","8::24::Complication (vomiting) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","8::28::Complication (renal problems) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","9::1::Nutritional status (arm muscular circumference) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","9::2::Nutritional status (triceps skinfold thickness) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","9::3::Complication (pneumonia) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","9::4::Complication (urinary tract infection) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","9::5::Complication (intestinal infection) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","9::6::Complication (pressure sores) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::1::Activity of daily living (ADL score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::4::Physical performance (Fugl-Meyer Assessment score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::5::Quality of life (SF-36, Physiological Function score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::6::Quality of life (SF-36, Role Function score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::7::Quality of life (SF-36, Physical Pain score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::8::Quality of life (SF-36, General Health score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::9::Quality of life (SF-36, Mental Health score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::10::Quality of life (SF-36, Energy score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::11::Quality of life (SF-36, Social Function score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::12::Quality of life (SF-36, Emotional Function score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::13::Complication (pneumonia) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::14::Complication (urinary tract infection) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","10::15::Complication (intestinal infection) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","11::1::Complication (pressure sores) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","12::1::Activities of daily living (Functional Independence Measure, total score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","12::2::Nutritional status (body weight) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","12::3::Swallowing function (Dysphagia Outcome and Severity Scale score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","12::4::Swallowing function (improvement in Dysphagia Outcome and Severity Scale score) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","13::1::Activities of daily living (Functional Independence Measure, motor score) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::4::Nutritional status (thigh circumference, paretic side) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::5::Nutritional status (thigh circumference, non-paretic side) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::6::Nutritional status (calf circumference, paretic side) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::7::Nutritional status (calf circumference, non-paretic side) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::8::Nutritional status (arm circumference, paretic side) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::9::Nutritional status (arm circumference, non-paretic side) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::10::Nutritional status (arm circumference, dominant or non-dominant arm) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","13::11::Nutritional status (arm muscular circumference) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","13::12::Nutritional status (triceps skinfold thickness) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","13::13::Cognitive function (Functional Independence Measure, cognition score) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::14::Quality of life (EQ-5D questionnaire, improvement in mobility) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::15::Quality of life (EQ-5D questionnaire, improvement in self-care) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::16::Quality of life (EQ-5D questionnaire, improvement in usual activities) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::17::Quality of life (EQ-5D questionnaire, improvement in pain/discomfort) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::18::Quality of life (EQ-5D questionnaire, improvement in anxiety/depression) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::19::Muscle strength (change in grip strength) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","13::20::All-cause mortality at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","14::1::Activity of daily living (independent) at end of intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","14::2::All-cause mortality at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","14::3::Complication (pneumonia) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","14::4::Complication (intestinal infection) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","14::5::Complication (sepsis) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","15::1::Nutritional status (decreased nutritional status) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","16::1::Complication (pneumonia) during intervention phase","No usable data for effect sizes"
"CD014852_pub2_data","17::1::Disability (Glasgow Outcome Scale Extended score 1 to 4, poor status) at follow-up","No usable data for effect sizes"
"CD014852_pub2_data","17::2::Stroke recurrence at follow-up","No usable data for effect sizes"
"CD014855_pub2_data","1::6::Hospital costs (VND)","No usable data for effect sizes"
"CD014855_pub2_data","3::3::Morbidity","No usable data for effect sizes"
"CD014861_pub2_data","1::2::Hospital inpatient admission within 48 hours of administration of anti-cancer therapy (mean number of visits)","No usable data for effect sizes"
"CD014861_pub2_data","1::5::Participant preference for future treatment location","No usable data for effect sizes"
"CD014861_pub2_data","1::7::Cost-effectiveness (quality-adjusted life years, Corrie 2013)","No usable data for effect sizes"
"CD014861_pub2_data","2::1::Adverse events (proportion of participants with at least one AE)","No usable data for effect sizes"
"CD014861_pub2_data","2::2::Hospital attendance within 48 hours of treatment administration (proportion of participants with at least one visit)","No usable data for effect sizes"
"CD014861_pub2_data","2::3::Participant preference for future treatment location","No usable data for effect sizes"
"CD014861_pub2_data","2::4::Cost (healthcare system perspective: 2022 AUD value)","No usable data for effect sizes"
"CD014861_pub2_data","2::5::Cost-effectiveness (quality-adjusted life years, Corrie 2013)","No usable data for effect sizes"
"CD014861_pub2_data","2::7::Proportion of participants completing treatment regimen as planned","No usable data for effect sizes"
"CD014869_pub2_data","1::2::Serious adverse events (number of participants) (end of 1 year)","No usable data for effect sizes"
"CD014869_pub2_data","1::3::Quality of life at 9 months' follow-up","No usable data for effect sizes"
"CD014871_pub2_data","1::10::Step time","No usable data for effect sizes"
"CD014871_pub2_data","1::13::Step width","No usable data for effect sizes"
"CD014871_pub2_data","1::15::Forward centre of pressure progression during midstance","No usable data for effect sizes"
"CD014871_pub2_data","1::16::Heel off timing","No usable data for effect sizes"
"CD014871_pub2_data","1::17::Step length variability","No usable data for effect sizes"
"CD014871_pub2_data","1::18::Step width variability","No usable data for effect sizes"
"CD014871_pub2_data","1::19::Step time variability","No usable data for effect sizes"
"CD014871_pub2_data","1::20::Peak ankle dorsiflexion angle in midstance","No usable data for effect sizes"
"CD014871_pub2_data","1::23::Ankle range of motion (plantarflexion - dorsiflexion)","No usable data for effect sizes"
"CD014871_pub2_data","1::24::Ankle range of motion (valgus-varus)","No usable data for effect sizes"
"CD014871_pub2_data","1::26::Peak knee flexion angle in terminal stance","No usable data for effect sizes"
"CD014871_pub2_data","1::27::Knee range of motion (flexion - extension)","No usable data for effect sizes"
"CD014871_pub2_data","1::28::Knee range of motion (valgus-varus)","No usable data for effect sizes"
"CD014871_pub2_data","1::30::Hip range of motion (flexion - extension)","No usable data for effect sizes"
"CD014871_pub2_data","1::31::Hip range of motion (adduction-abduction)","No usable data for effect sizes"
"CD014871_pub2_data","1::33::Mean ankle dorsiflexion moment during midstance","No usable data for effect sizes"
"CD014871_pub2_data","1::35::Peak ankle dorsiflexion moment (whole gait cycle)","No usable data for effect sizes"
"CD014871_pub2_data","1::36::Peak ankle varus moment","No usable data for effect sizes"
"CD014871_pub2_data","1::37::Mean knee flexion moment during midstance","No usable data for effect sizes"
"CD014871_pub2_data","1::38::Mean knee flexion moment during terminal stance","No usable data for effect sizes"
"CD014871_pub2_data","1::39::Peak knee flexion moment (whole gait cycle)","No usable data for effect sizes"
"CD014871_pub2_data","1::40::Minimal knee extension moment in the stance phase","No usable data for effect sizes"
"CD014871_pub2_data","1::41::Peak knee varus moment","No usable data for effect sizes"
"CD014871_pub2_data","1::42::Peak hip flexion moment (whole gait cycle)","No usable data for effect sizes"
"CD014871_pub2_data","1::44::Peak hip adduction moment","No usable data for effect sizes"
"CD014871_pub2_data","1::46::Peak ankle power (whole gait cycle)","No usable data for effect sizes"
"CD014871_pub2_data","1::47::Peak knee power (whole gait cycle)","No usable data for effect sizes"
"CD014871_pub2_data","1::49::Peak hip power (whole gait cycle)","No usable data for effect sizes"
"CD014871_pub2_data","1::50::Ground reaction force (GRF) impulse","No usable data for effect sizes"
"CD014871_pub2_data","1::51::Peak impact force contralateral leg","No usable data for effect sizes"
"CD014871_pub2_data","1::52::Peak impact force affected leg","No usable data for effect sizes"
"CD014871_pub2_data","1::53::Peak push-off force contralateral leg","No usable data for effect sizes"
"CD014871_pub2_data","1::54::Peak push-off force affected leg","No usable data for effect sizes"
"CD014871_pub2_data","1::55::Peak knee adduction moment during loading response contralateral leg","No usable data for effect sizes"
"CD014871_pub2_data","1::56::Peak knee adduction moment during loading response affected leg","No usable data for effect sizes"
"CD014871_pub2_data","1::57::Knee adduction impulse contralateral leg","No usable data for effect sizes"
"CD014871_pub2_data","1::58::Knee adduction impulse affected leg","No usable data for effect sizes"
"CD014871_pub2_data","1::59::Knee adduction impulse corrected for stride length contralateral leg","No usable data for effect sizes"
"CD014871_pub2_data","1::60::Knee adduction impulse corrected for stride length affected leg","No usable data for effect sizes"
"CD014871_pub2_data","1::61::Peak knee flexion moment during loading response contralateral leg","No usable data for effect sizes"
"CD014871_pub2_data","1::62::Peak knee flexion moment during loading response affected leg","No usable data for effect sizes"
"CD014871_pub2_data","1::63::Knee flexion impulse contralateral leg","No usable data for effect sizes"
"CD014871_pub2_data","1::64::Knee flexion impulse affected leg","No usable data for effect sizes"
"CD014871_pub2_data","1::65::Knee flexion impulse corrected for stride leg contralateral leg","No usable data for effect sizes"
"CD014871_pub2_data","1::66::Knee flexion impulse corrected for stride leg affected leg","No usable data for effect sizes"
"CD014872_pub2_data","3::3::Overall survival ","No usable data for effect sizes"
"CD014872_pub2_data","3::6::Severe adverse events","No usable data for effect sizes"
"CD014891_pub2_data","1::4::Corrected distance visual acuity (logMAR) ","No usable data for effect sizes"
"CD014891_pub2_data","1::5::Uncorrected near visual acuity worse than J2","No usable data for effect sizes"
"CD014891_pub2_data","1::7::Corrected near visual acuity (logMAR) ","No usable data for effect sizes"
"CD014891_pub2_data","1::8::Uncorrected intermediate visual acuity worse than 6/9 ","No usable data for effect sizes"
"CD014891_pub2_data","1::10::Corrected intermediate visual acuity (logMAR) ","No usable data for effect sizes"
"CD014891_pub2_data","1::11::Modulation transfer function (MTF) at 40 cycles per degree, 3 mm pupil diameter","No usable data for effect sizes"
"CD014891_pub2_data","1::13::Defocus curve: 0.0 D (far), LogMAR visual acuity","No usable data for effect sizes"
"CD014891_pub2_data","1::14::Defocus curve: -1.5 D (intermediate), LogMAR visual acuity","No usable data for effect sizes"
"CD014891_pub2_data","1::15::Defocus curve: -3.0 D (intermediate), LogMAR visual acuity","No usable data for effect sizes"
"CD014891_pub2_data","1::17::LASEK after all visits for residual refractive error or astigmatism","No usable data for effect sizes"
"CD014891_pub2_data","1::18::Consideration of excimer laser augmentation at end of study ","No usable data for effect sizes"
"CD014914_pub2_data","6::1::Severity of nasal congestion (prevention)","No usable data for effect sizes"
"CD014914_pub2_data","6::2::Severity of nasal drainage (prevention)","No usable data for effect sizes"
"CD014914_pub2_data","6::3::Severity of nasal symptoms (prevention)","No usable data for effect sizes"
"CD014914_pub2_data","7::4::Headache (continuous) (prevention)","No usable data for effect sizes"
"CD014914_pub2_data","7::5::Hoarseness (continuous) (prevention)","No usable data for effect sizes"
"CD014914_pub2_data","7::6::Muscle aches (continuous) (prevention)","No usable data for effect sizes"
"CD014914_pub2_data","7::7::Nasal congestion (continuous) (prevention)","No usable data for effect sizes"
"CD014914_pub2_data","7::8::Sneezing (continuous) (prevention)","No usable data for effect sizes"
"CD014914_pub2_data","7::9::Sore throat (continuous) (prevention)","No usable data for effect sizes"
"CD014914_pub2_data","8::1::Proportion of participants missing days from work or school (prevention)","No usable data for effect sizes"
"CD014914_pub2_data","12::2::Proportion with changes in global symptom severity (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","13::1::Severity of cough (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","13::2::Severity of headache (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","13::3::Severity of hoarseness (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","13::4::Severity of malaise (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","13::5::Severity of muscle aches (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","13::6::Severity of nasal congestion (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","13::7::Severity of nasal drainage (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","13::8::Severity of scratchy throat (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","13::9::Severity of sneezing (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","13::10::Severity of sore throat (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","13::11::Severity of fever (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","14::5::Malaise (continuous) (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","14::9::Scratchy throat (continuous) (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","14::12::Nasal symptoms (continuous) (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","14::13::Throat symptoms (continuous) (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","15::2::Fever (dichotomous) (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","16::1::Proportion of participants missing days from work or school (treatment)","No usable data for effect sizes"
"CD014914_pub2_data","16::2::Proportion of days absent from work or school (treatment)","No usable data for effect sizes"
"CD014920_pub2_data","1::2::Acute myocardial infarction (long term > 30 days)","No usable data for effect sizes"
"CD014920_pub2_data","1::5::Cardiovascular mortality","No usable data for effect sizes"
"CD014920_pub2_data","1::6::Length of hospital stay","No usable data for effect sizes"
"CD014923_pub2_data","2::1::Unpaired parallel assessment < 12 months","No usable data for effect sizes"
"CD014923_pub2_data","2::2::Paired assessment longitudinal < 12 months","No usable data for effect sizes"
"CD014923_pub2_data","4::1::Adverse events < 3 months post-surgery","No usable data for effect sizes"
"CD014932_pub2_data","1::1::Reduction in disease severity, as measured by clinical signs (SCORAD)","No usable data for effect sizes"
"CD014932_pub2_data","2::7::Change in concordance with standard treatment: Parents’ Self-Efficacy with Eczema Care Index","No usable data for effect sizes"
"CD014932_pub2_data","3::1::Reduction in disease severity, as measured by clinical signs (SCORAD)","No usable data for effect sizes"
"CD014932_pub2_data","3::5::Improvement in psychological well-being measures: one-item overall stress-rating scale","No usable data for effect sizes"
"CD014932_pub2_data","4::1::Reduction in disease severity, as measured by clinical signs (SCORAD)","No usable data for effect sizes"
"CD014932_pub2_data","4::2::Improvement in quality-of-life measures: children (CDLQI)","No usable data for effect sizes"
"CD014932_pub2_data","5::1::Reduction in disease severity, as measured by clinical signs (EASI)","No usable data for effect sizes"
"CD014932_pub2_data","5::2::Improvement in psychological measures: State Anxiety","No usable data for effect sizes"
"CD014932_pub2_data","6::1::Improvement in psychological well-being measures: State Anxiety","No usable data for effect sizes"
"CD014932_pub2_data","6::2::Reduction in disease severity, as measured by patient-reported symptoms (VAS)","No usable data for effect sizes"
"CD014932_pub2_data","7::1::Improvement in quality-of-life measures (DFI)","No usable data for effect sizes"
"CD014935_pub2_data","1::8::Non-serious adverse events","No usable data for effect sizes"
"CD014935_pub2_data","1::11::Jarisch-Herxheimer reaction","No usable data for effect sizes"
"CD014937_pub2_data","1::8::Sensitivity analysis: acute kidney injury (low overall risk of bias)","No usable data for effect sizes"
"CD014937_pub2_data","1::16::Sensitivity analysis: any use of KRT (only studies with a ""low"" overall risk of bias)","No usable data for effect sizes"
"CD014944_pub2_data","1::2::Proportion of participants with serious adverse events (pancreatitis, at 1 year)","No usable data for effect sizes"
"CD014944_pub2_data","1::3::Health-related quality of life (measured with SF-36 Physical scale at 1 year)","No usable data for effect sizes"
"CD014944_pub2_data","1::4::Health-related quality of life (measured with SF-36 Mental scale at 1 year)","No usable data for effect sizes"
"CD014944_pub2_data","1::5::Proportion of participants without improvement in liver function tests","No usable data for effect sizes"
"CD014944_pub2_data","2::1::Proportion of participants with serious adverse events (recurrent common bile duct stones, at 1 year)","No usable data for effect sizes"
"CD014944_pub2_data","3::1::Proportion of participants without treatment success (at 1 year)","No usable data for effect sizes"
"CD014959_pub2_data","1::1::All-cause mortality","No usable data for effect sizes"
"CD014959_pub2_data","2::1::Proportion of people with laboratory-confirmed leptospirosis regardless of the presence of an identified clinical syndrome (inclusive of asymptomatic cases) ","No usable data for effect sizes"
"CD014959_pub2_data","2::2::Proportion of people with clinical diagnosis of leptospirosis regardless of the presence of laboratory confirmation ","No usable data for effect sizes"
"CD014959_pub2_data","2::3::Proportion of people with clinical diagnosis of leptospirosis confirmed by laboratory diagnosis (exclusive of asymptomatic cases)","No usable data for effect sizes"
"CD014959_pub2_data","2::4::Proportion of people with non-serious adverse events","No usable data for effect sizes"
"CD014960_pub2_data","2::2::All-cause mortality (penicillin versus doxycycline)","No usable data for effect sizes"
"CD014960_pub2_data","2::3::All-cause mortality (cefotaxime versus doxycycline)","No usable data for effect sizes"
"CD014960_pub2_data","2::4::Serious adverse event (nosocomial infection) (penicillin versus cefotaxime)","No usable data for effect sizes"
"CD014960_pub2_data","2::5::Serious adverse event (nosocomial infection) (penicillin versus doxycycline)","No usable data for effect sizes"
"CD014960_pub2_data","2::6::Serious adverse event (nosocomial infection) (doxycycline versus cefotaxime)","No usable data for effect sizes"
"CD014960_pub2_data","2::7::Proportion of people with adverse events considered non-serious (penicillin versus cefotaxime)","No usable data for effect sizes"
"CD014960_pub2_data","2::8::Proportion of people with adverse events considered non-serious (penicillin versus doxycycline)","No usable data for effect sizes"
"CD014960_pub2_data","2::9::Proportion of people with adverse events considered non-serious (penicillin versus chloramphenicol)","No usable data for effect sizes"
"CD014965_pub2_data","1::2::Aggression","No usable data for effect sizes"
"CD014965_pub2_data","1::8::Metabolic side effects: triglyceride levels as a continuous measure","No usable data for effect sizes"
"CD014965_pub2_data","1::10::Metabolic side effects: total cholesterol levels as a continuous measure","No usable data for effect sizes"
"CD014965_pub2_data","1::17::Other side effects: self-injurious behaviour","No usable data for effect sizes"
"CD014965_pub2_data","1::21::Other side effects: dyskinesia","No usable data for effect sizes"
"CD014965_pub2_data","2::2::Other side effects: sedation","No usable data for effect sizes"
"CD014965_pub2_data","2::3::Other side effects: constipation","No usable data for effect sizes"
"CD014965_pub2_data","2::4::Other side effects: hypersalivation","No usable data for effect sizes"
"CD014965_pub2_data","2::5::Other side effects: dyskinesia","No usable data for effect sizes"
"CD014965_pub2_data","3::1::Irritability","No usable data for effect sizes"
"CD014965_pub2_data","3::2::Aggression","No usable data for effect sizes"
"CD014965_pub2_data","3::3::Weight gain above clinically relevant thresholds","No usable data for effect sizes"
"CD014965_pub2_data","3::4::Obsessive-compulsive behaviours","No usable data for effect sizes"
"CD014965_pub2_data","3::5::Other side effects: sedation","No usable data for effect sizes"
"CD014965_pub2_data","3::6::Other side effects: constipation","No usable data for effect sizes"
"CD014965_pub2_data","3::7::Other side effects: hypersalivation","No usable data for effect sizes"
"CD014965_pub2_data","3::8::Social-communication adaptive functioning","No usable data for effect sizes"
"CD014965_pub2_data","3::9::Stereotypy","No usable data for effect sizes"
"CD014965_pub2_data","3::10::Clinical improvement","No usable data for effect sizes"
"CD014965_pub2_data","4::2::Inappropriate speech","No usable data for effect sizes"
"CD014965_pub2_data","4::3::Other side effects: somnolence","No usable data for effect sizes"
"CD014965_pub2_data","4::4::Other side effects: constipation","No usable data for effect sizes"
"CD014965_pub2_data","4::5::Other side effects: hypersalivation","No usable data for effect sizes"
"CD014965_pub2_data","4::6::Other side effects: tremor","No usable data for effect sizes"
"CD014965_pub2_data","4::7::Other side effects: dyskinesia","No usable data for effect sizes"
"CD014965_pub2_data","4::8::Other side effects: insomnia","No usable data for effect sizes"
"CD014965_pub2_data","4::9::Lethargy/withdrawal","No usable data for effect sizes"
"CD014965_pub2_data","4::10::Hyperactivity","No usable data for effect sizes"
"CD014965_pub2_data","4::11::Stereotypy","No usable data for effect sizes"
"CD014965_pub2_data","5::1::Weight gain above clinically relevant thresholds","No usable data for effect sizes"
"CD014965_pub2_data","5::2::Other side effects: any adverse event","No usable data for effect sizes"
"CD014965_pub2_data","5::3::Other side effects: somnolence","No usable data for effect sizes"
"CD014965_pub2_data","5::4::Other side effects: headache","No usable data for effect sizes"
"CD014965_pub2_data","5::5::Other side effects: constipation","No usable data for effect sizes"
"CD014965_pub2_data","5::6::Other side effects: hypersalivation","No usable data for effect sizes"
"CD014965_pub2_data","5::7::Other side effects: rigidity","No usable data for effect sizes"
"CD014965_pub2_data","5::8::Other side effects: insomnia","No usable data for effect sizes"
"CD014967_pub2_data","1::1::Proportion of infants who achieve seizure control after the first loading dose of ASM","No usable data for effect sizes"
"CD014967_pub2_data","1::2::Proportion of infants who achieve seizure control after the the maximal loading dose of ASM","No usable data for effect sizes"
"CD014967_pub2_data","1::3::Mortality before hospital discharge","No usable data for effect sizes"
"CD014967_pub2_data","1::4::Requirement for mechanical ventilation","No usable data for effect sizes"
"CD014967_pub2_data","1::5::Proportion of infants who develop sedation or drowsiness","No usable data for effect sizes"
"CD014967_pub2_data","1::6::Bradycardia","No usable data for effect sizes"
"CD014967_pub2_data","1::7::Hypotension requiring volume or inotropes","No usable data for effect sizes"
"CD014967_pub2_data","1::8::Shock requiring volume or inotropes","No usable data for effect sizes"
"CD014967_pub2_data","1::9::Recurrence of seizure before hospital discharge","No usable data for effect sizes"
"CD014967_pub2_data","1::10::Proportion of infants with epilepsy post-discharge","No usable data for effect sizes"
"CD014967_pub2_data","2::9::Proportion of infants with an abnormal background pattern in EEG during ASM treatment","No usable data for effect sizes"
"CD014967_pub2_data","2::10::Proportion of infants with an abnormal background pattern in EEG after stopping ASM","No usable data for effect sizes"
"CD014967_pub2_data","2::13::Proportion of infants with persistent seizures and/or requiring ASM at discharge","No usable data for effect sizes"
"CD014967_pub2_data","2::16::Proportion of infants who develop epilepsy post discharge","No usable data for effect sizes"
"CD014967_pub2_data","3::1::Proportion of infants who achieve seizure control after the maximal loading dose of ASM","No usable data for effect sizes"
"CD014967_pub2_data","3::2::Arrythmias causing circulatory disturbance","No usable data for effect sizes"
"CD014967_pub2_data","3::3::Hypotension requiring volume or inotropes","No usable data for effect sizes"
"CD014967_pub2_data","3::4::Bradycardia","No usable data for effect sizes"
"CD014967_pub2_data","4::3::Requirement of mechanical ventilation","No usable data for effect sizes"
"CD014967_pub2_data","4::4::Proportion of infants who develop sedation or drowsiness","No usable data for effect sizes"
"CD014967_pub2_data","4::5::Bradycardia","No usable data for effect sizes"
"CD014967_pub2_data","4::6::Proportion of infants with persistent seizures and/or requiring ASM at discharge","No usable data for effect sizes"
"CD014967_pub2_data","5::1::Proportion of infants who achieve seizure control after the first loading dose of ASM","No usable data for effect sizes"
"CD014967_pub2_data","5::2::Mortality before hospital discharge","No usable data for effect sizes"
"CD014967_pub2_data","5::3::Proportion of infants who develop sedation or drowsiness","No usable data for effect sizes"
"CD014967_pub2_data","5::4::Proportion of infants with persistent seizures and/or requiring ASM at discharge","No usable data for effect sizes"
"CD014967_pub2_data","6::1::Proportion of infants who achieve seizure control after the first loading dose of ASM","No usable data for effect sizes"
"CD014967_pub2_data","6::2::Mortality before hospital discharge","No usable data for effect sizes"
"CD014967_pub2_data","6::3::Proportion of infants who develop sedation or drowsiness","No usable data for effect sizes"
"CD014967_pub2_data","6::4::Proportion of infants with persistent seizures and/or requiring ASM at discharge","No usable data for effect sizes"
"CD014967_pub2_data","7::1::Proportion of infants who achieve seizure control after the first loading dose of ASM","No usable data for effect sizes"
"CD014967_pub2_data","7::2::Mortality before hospital discharge","No usable data for effect sizes"
"CD014967_pub2_data","7::3::Proportion of infants with cognitive impairment at 18-24 months","No usable data for effect sizes"
"CD014967_pub2_data","7::4::Seizure burden during hospitalisation","No usable data for effect sizes"
"CD014967_pub2_data","7::5::Requirement for mechanical ventilation","No usable data for effect sizes"
"CD014967_pub2_data","7::6::Hypotension  requiring volume or inotropes","No usable data for effect sizes"
"CD014967_pub2_data","7::7::Proportion of infants with an abnormal background pattern in EEG during ASM treatment","No usable data for effect sizes"
"CD014967_pub2_data","7::8::Proportion of infants who develop epilepsy post discharge","No usable data for effect sizes"
"CD014967_pub2_data","8::1::Proportion of infants who achieve seizure control after the maximal loading dose of ASM","No usable data for effect sizes"
"CD014967_pub2_data","8::2::Mortality or neurodevelopmental disability at 12 months' corrected age","No usable data for effect sizes"
"CD014967_pub2_data","8::3::Mortality before hospital discharge","No usable data for effect sizes"
"CD014967_pub2_data","8::4::Neurodevelopmental disability at 12 months' corrected age","No usable data for effect sizes"
"CD014967_pub2_data","9::3::Mortality at 18 to 24 months","No usable data for effect sizes"
"CD014967_pub2_data","9::4::Neurodevelopmental disability at 18 to 24 months' corrected age","No usable data for effect sizes"
"CD014967_pub2_data","9::5::Requirement for mechanical ventilation","No usable data for effect sizes"
"CD014967_pub2_data","9::7::Abnormal background pattern in EEG after achieving  seizure control","No usable data for effect sizes"
"CD014967_pub2_data","9::9::Proportion of infants with persistent seizures and/or requiring ASM at discharge","No usable data for effect sizes"
"CD014967_pub2_data","9::11::Proportion of infants who develop epilepsy post-discharge","No usable data for effect sizes"
"CD014967_pub2_data","10::3::Proportion of infants who develop epilepsy post-discharge","No usable data for effect sizes"
"CD014999_pub2_data","1::4::30-day bleeding-related mortality","No usable data for effect sizes"
"CD015003_pub2_data","1::2::Non-fatal myocardial infarction","No usable data for effect sizes"
"CD015003_pub2_data","1::3::Stroke","No usable data for effect sizes"
"CD015003_pub2_data","1::6::Post-cardiac procedure atrial fibrillation","No usable data for effect sizes"
