"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","method_orig","method_fix","method_changed","chosen_effect_orig","chosen_effect_fix","chosen_ci_lb_orig","chosen_ci_ub_orig","chosen_ci_lb_fix","chosen_ci_ub_fix","sparse_events","double_zero","effect_delta"
"CD015855_data","4::1",4,"1","Improvement of muscle strength (assessed with change in MMT or other validated muscle score)","RD","RD",FALSE,0.134907830716772,0.134907830716772,0.0175750525411111,0.252240608892432,0.0175750525411111,0.252240608892432,2,2,0
"CD015855_data","4::2",4,"2","Improvement of muscle strength (assessed with change in MMT or other validated muscle score)","RD","RD",FALSE,0.120240980030846,0.120240980030846,-0.00471912007429458,0.245201080135986,-0.00471912007429458,0.245201080135986,1,1,0
"CD015855_data","4::overall",4,"overall","Cumulative corticosteroid dose ","RD","RD",FALSE,-0.010238379497046,-0.010238379497046,-0.153156599911893,0.132679840917801,-0.153156599911893,0.132679840917801,3,1,0
"CD015855_data","5::overall",5,"overall","Achievement of definitions of improvement (assessed with minimal improvement on Total Improvement Score (TIS)) ","RD","RD",FALSE,0.103197518010517,0.103197518010517,-0.0211945446343598,0.227589580655395,-0.0211945446343598,0.227589580655395,2,0,0
"CD015855_data","6::1",6,"1","Change in skin disease activity (assessed with change in the CDASI) ","OR_cc","RD",TRUE,0.423342428851369,NA,-1.11134236668452,1.95802722438726,NA,NA,1,1,NA
"CD015855_data","6::2",6,"2","Change in skin disease activity (assessed with change in the CDASI) ","OR_cc","RD",TRUE,0.783932770989333,NA,-1.34517732983338,2.91304287181204,NA,NA,2,1,NA
"CD015855_data","6::overall",6,"overall","Withdrawals for either lack of benefit or adverse events ","RD","RD",FALSE,-0.126641519069847,-0.126641519069847,-0.227660397233751,-0.0256226409059433,-0.227660397233751,-0.0256226409059433,1,0,0
"CD015855_data","7::overall",7,"overall","Serious adverse event","RD","RD",FALSE,0.0313018852207037,0.0313018852207037,-0.0444645309382505,0.107068301379658,-0.0444645309382505,0.107068301379658,1,0,0
"CD015855_data","8::overall",8,"overall","Withdrawals for either lack of benefit or adverse events","RD","RD",FALSE,0.0136358205262115,0.0136358205262115,-0.050433013904465,0.077704654956888,-0.050433013904465,0.077704654956888,2,1,0
"CD015875_data","10::overall",10,"overall","Hip circumference (cm) (10 to 19 years)","RD","RD",FALSE,0.00279805291213443,0.00279805291213443,-0.0879210434048784,0.0935171492291473,-0.0879210434048784,0.0935171492291473,1,0,0
"CD015875_data","3::overall",3,"overall","Waist circumference (cm) (10 to 19 years)","OR_cc","RD",TRUE,0.349917684055187,NA,-2.16859642141271,2.86843178952308,NA,NA,2,1,NA
"CD015875_data","6::overall",6,"overall","Diastolic blood pressure (mmHg) (10 to 19 years) ","OR_cc","RD",TRUE,-0.0410791569432705,NA,-2.32128942970392,2.23913111581738,NA,NA,3,3,NA
"CD015875_data","7::overall",7,"overall","Adverse events (10 to 19 years) ","OR_cc","RD",TRUE,0.145725854554162,NA,-1.54592483336733,1.83737654247565,NA,NA,5,4,NA
"CD015875_data","8::overall",8,"overall","BMI Z-scores (10 to 19 years)","RD","RD",FALSE,0.0212873675775249,0.0212873675775249,-0.0164258306470688,0.0590005658021186,-0.0164258306470688,0.0590005658021186,1,0,0
"CD015875_data","9::overall",9,"overall","BMI percentile (10 to 19 years)","RD","RD",FALSE,-0.0706465326074563,-0.0706465326074563,-0.177624809455941,0.0363317442410282,-0.177624809455941,0.0363317442410282,1,0,0
"CD015894_pub2_data","1::1",1,"1","Pain assessed with a validated scale for procedural pain in newborns during the procedure","OR_cc","RD",TRUE,0.189649763035976,NA,-1.20817075069482,1.58747027676678,NA,NA,8,8,NA
"CD015894_pub2_data","1::2",1,"2","Pain assessed with a validated scale for procedural pain in newborns during the procedure","OR_cc","RD",TRUE,0.00629031719254638,NA,-1.76601761971869,1.77859825410379,NA,NA,5,5,NA
"CD015894_pub2_data","2::1",2,"1","Pain assessed with a validated scale for procedural pain in newborns up to 10 minutes after the procedure","OR_cc","RD",TRUE,0.376363728808339,NA,-1.59891291148861,2.35164036910529,NA,NA,4,4,NA
"CD015894_pub2_data","2::2",2,"2","Pain assessed with a validated scale for procedural pain in newborns up to 10 minutes after the procedure","OR_cc","RD",TRUE,0.0103955206511425,NA,-2.26798381153684,2.28877485283913,NA,NA,3,3,NA
"CD015894_pub2_data","3::overall",3,"overall","Pain assessed with a validated scale for procedural pain in newborns at one to two hours after the procedure","OR_cc","RD",TRUE,0.19847538005715,NA,-1.77462653293029,2.17157729304459,NA,NA,4,4,NA
"CD015894_pub2_data","4::overall",4,"overall","Any harms","OR_cc","RD",TRUE,-0.688084755234697,NA,-3.19063793943338,1.81446842896398,NA,NA,2,1,NA
"CD015932_pub2_data","1::1",1,"1","All-cause mortality","OR_cc","OR_cc",FALSE,0.340630534420494,0.340630534420494,-0.883016179195894,1.56427724803688,-0.883016179195894,1.56427724803688,0,0,0
"CD015932_pub2_data","1::2",1,"2","All-cause mortality","OR_cc","OR_cc",FALSE,-1.07042404221875,-1.07042404221875,-2.79705032254691,0.656202238109417,-2.79705032254691,0.656202238109417,0,0,0
"CD015932_pub2_data","1::4",1,"4","All-cause mortality","OR_cc","OR_cc",FALSE,0.358230580649226,0.358230580649226,-0.219944893137677,0.936406054436129,-0.219944893137677,0.936406054436129,0,0,0
"CD015932_pub2_data","11::overall",11,"overall","Rate of pulmonary complications (pneumonia)","OR_cc","OR_cc",FALSE,-0.552051500560328,-0.552051500560328,-1.57897829672952,0.474875295608866,-1.57897829672952,0.474875295608866,0,0,0
"CD015932_pub2_data","12::2",12,"2","Rate of pulmonary complications – pneumonia","OR_cc","OR_cc",FALSE,-0.552051500560328,-0.552051500560328,-1.57897829672952,0.474875295608866,-1.57897829672952,0.474875295608866,0,0,0
"CD015932_pub2_data","12::4",12,"4","Rate of pulmonary complications – pneumonia","OR_cc","OR_cc",FALSE,-1.2080049151035,-1.2080049151035,-1.70807311295126,-0.707936717255738,-1.70807311295126,-0.707936717255738,0,0,0
"CD015932_pub2_data","12::5",12,"5","Rate of pulmonary complications – pneumonia","OR_cc","OR_cc",FALSE,-0.950788080156242,-0.950788080156242,-1.85144374911132,-0.0501324112011653,-1.85144374911132,-0.0501324112011653,0,0,0
"CD015932_pub2_data","13::2",13,"2","Rate of pulmonary complications – pneumonia (with RCT)","OR_cc","OR_cc",FALSE,-0.552051500560328,-0.552051500560328,-1.57897829672952,0.474875295608866,-1.57897829672952,0.474875295608866,0,0,0
"CD015932_pub2_data","13::4",13,"4","Rate of pulmonary complications – pneumonia (with RCT)","OR_cc","OR_cc",FALSE,-1.2080049151035,-1.2080049151035,-1.70807311295126,-0.707936717255738,-1.70807311295126,-0.707936717255738,0,0,0
"CD015932_pub2_data","13::5",13,"5","Rate of pulmonary complications – pneumonia (with RCT)","OR_cc","OR_cc",FALSE,-1.11568144550645,-1.11568144550645,-2.3074233410029,0.0760604499900097,-2.3074233410029,0.0760604499900097,0,0,0
"CD015932_pub2_data","15::4",15,"4","Rate of pulmonary complications – ventilator-associated pneumonia","OR_cc","OR_cc",FALSE,-0.513650007405187,-0.513650007405187,-0.841186893670084,-0.186113121140289,-0.841186893670084,-0.186113121140289,0,0,0
"CD015932_pub2_data","2::1",2,"1","ICU length of stay","OR_cc","OR_cc",FALSE,0.340630534420494,0.340630534420494,-0.883016179195894,1.56427724803688,-0.883016179195894,1.56427724803688,0,0,0
"CD015932_pub2_data","2::2",2,"2","ICU length of stay","OR_cc","OR_cc",FALSE,-0.558154675344505,-0.558154675344505,-1.59564079307077,0.479331442381761,-1.59564079307077,0.479331442381761,0,0,0
"CD015932_pub2_data","2::4",2,"4","All-cause mortality (with RCT)","OR_cc","OR_cc",FALSE,0.358230580649226,0.358230580649226,-0.219944893137677,0.936406054436129,-0.219944893137677,0.936406054436129,0,0,0
"CD015932_pub2_data","2::overall",2,"overall","ICU length of stay","OR_cc","RD",TRUE,-1.46259066526746,NA,-3.79349942294332,0.868318092408391,NA,NA,1,1,NA
"CD015932_pub2_data","3::2",3,"2","Rate of pulmonary complications (pneumonia)","OR_cc","OR_cc",FALSE,-0.552051500560328,-0.552051500560328,-1.57897829672952,0.474875295608866,-1.57897829672952,0.474875295608866,0,0,0
"CD015932_pub2_data","4::overall",4,"overall","In-hospital mortality","RD","RD",FALSE,0.0182587333727232,0.0182587333727232,0.00653602199459282,0.0299814447508535,0.00653602199459282,0.0299814447508535,1,0,0
"CD015932_pub2_data","5::2",5,"2","ICU length of stay (with RCT)","OR_cc","RD",TRUE,-0.188060132862048,NA,-3.00194996657236,2.62582970084826,NA,NA,2,2,NA
"CD015932_pub2_data","5::4",5,"4","ICU length of stay (with RCT)","OR_cc","RD",TRUE,0.610038419263827,NA,-1.35765689258502,2.57773373111267,NA,NA,4,4,NA
"CD015932_pub2_data","7::overall",7,"overall","ICU length of stay (days)","OR_cc","RD",TRUE,-0.188060132862048,NA,-3.00194996657236,2.62582970084826,NA,NA,2,2,NA
"CD016001_data","1::1",1,"1","Death","OR_cc","RD",TRUE,-0.108945869505379,NA,-0.979498968541603,0.761607229530846,NA,NA,21,21,NA
"CD016001_data","1::2",1,"2","Death","RD","RD",FALSE,0.00185875835949967,0.00185875835949967,-0.0461788130050865,0.0498963297240859,-0.0461788130050865,0.0498963297240859,8,6,0
"CD016002_data","1::1",1,"1","Death","RD","RD",FALSE,-0.0633254317643075,-0.0633254317643075,-0.125796221313739,-0.000854642214876071,-0.125796221313739,-0.000854642214876071,18,16,0
"CD016002_data","1::2",1,"2","Death","RD","RD",FALSE,-0.013734366466784,-0.013734366466784,-0.0336305613271942,0.00616182839362621,-0.0336305613271942,0.00616182839362621,14,11,0
"CD016002_data","3::1",3,"1","Secondary events","RD","RD",FALSE,-0.0485479171435212,-0.0485479171435212,-0.11458925650006,0.017493422213017,-0.11458925650006,0.017493422213017,3,1,0
"CD016002_data","3::2",3,"2","Secondary events","RD","RD",FALSE,0.0245140154405996,0.0245140154405996,-0.0162458510860719,0.065273881967271,-0.0162458510860719,0.065273881967271,8,3,0
"CD016002_data","4::2",4,"2","Falls","RD","RD",FALSE,0.0690920081799904,0.0690920081799904,0.00689674736051839,0.131287268999462,0.00689674736051839,0.131287268999462,3,0,0
"CD016031_data","10::overall",10,"overall","Comparison 1: Anterior vs posterior, Outcome 10: Mortality, intermediate (4-24 months, categorical data)","RD","RD",FALSE,-0.00530002511790762,-0.00530002511790762,-0.0796716111421938,0.0690715609063786,-0.0796716111421938,0.0690715609063786,2,1,0
"CD016031_data","11::overall",11,"overall","Comparison 1: Anterior vs posterior, Outcome 11: Mortality, late (≥ 24 months, categorical data)","RD","RD",FALSE,-0.00335272259729572,-0.00335272259729572,-0.0476089912259368,0.0409035460313454,-0.0476089912259368,0.0409035460313454,2,0,0
"CD016031_data","13::1",13,"1","Comparison 2: Anterior vs lateral, Outcome 13: Adverse events, implant related (categorical data)","OR_cc","RD",TRUE,-0.851478914740499,NA,-2.91104280477812,1.20808497529712,NA,NA,3,2,NA
"CD016031_data","13::2",13,"2","Comparison 2: Anterior vs lateral, Outcome 13: Adverse events, implant related (categorical data)","OR_cc","RD",TRUE,-0.670387447121712,NA,-2.50284088638125,1.16206599213782,NA,NA,4,3,NA
"CD016031_data","13::3",13,"3","Comparison 2: Anterior vs lateral, Outcome 13: Adverse events, implant related (categorical data)","OR_cc","RD",TRUE,-0.0832821329563391,NA,-2.36212598214667,2.19556171623399,NA,NA,2,1,NA
"CD016031_data","13::5",13,"5","Comparison 2: Anterior vs lateral, Outcome 13: Adverse events, implant related (categorical data)","RD","RD",FALSE,-0.00324479242852826,-0.00324479242852826,-0.0746834134624344,0.0681938286053778,-0.0746834134624344,0.0681938286053778,1,0,0
"CD016031_data","13::overall",13,"overall","Comparison 1: Anterior vs posterior, Outcome 13: Pain, intermediate (4-24 months, categorical data)","RD","RD",FALSE,-0.012237395228161,-0.012237395228161,-0.0482462020313817,0.0237714115750596,-0.0482462020313817,0.0237714115750596,2,0,0
"CD016031_data","14::1",14,"1","Comparison 2 Anterior vs lateral, Outcome 14: Adverse events, not implant related (categorical data)","RD","RD",FALSE,-0.0195288065763621,-0.0195288065763621,-0.10110920444705,0.062051591294326,-0.10110920444705,0.062051591294326,2,0,0
"CD016031_data","14::2",14,"2","Comparison 2 Anterior vs lateral, Outcome 14: Adverse events, not implant related (categorical data)","OR_cc","RD",TRUE,0.638675961765379,NA,-1.8720706310333,3.14942255456406,NA,NA,2,1,NA
"CD016031_data","14::3",14,"3","Comparison 2 Anterior vs lateral, Outcome 14: Adverse events, not implant related (categorical data)","OR_cc","RD",TRUE,0.638675961765379,NA,-1.8720706310333,3.14942255456406,NA,NA,2,1,NA
"CD016031_data","14::overall",14,"overall","Comparison 1: Anterior vs posterior, Outcome 14: Pain, intermediate (4-24 months, continuous data)","RD","RD",FALSE,-0.0263002796402793,-0.0263002796402793,-0.0507320872752677,-0.00186847200529094,-0.0507320872752677,-0.00186847200529094,2,0,0
"CD016031_data","15::1",15,"1","Comparison 2: Anterior vs lateral, Outcome 15: Operative details (Continuous data)","RD","RD",FALSE,-0.0189808415672849,-0.0189808415672849,-0.0393343962714562,0.00137271313688626,-0.0393343962714562,0.00137271313688626,13,5,0
"CD016031_data","15::2",15,"2","Comparison 2: Anterior vs lateral, Outcome 15: Operative details (Continuous data)","RD","RD",FALSE,0.0361177039322057,0.0361177039322057,0.00253362155267377,0.0697017863117376,0.00253362155267377,0.0697017863117376,5,2,0
"CD016031_data","15::3",15,"3","Comparison 2: Anterior vs lateral, Outcome 15: Operative details (Continuous data)","RD","RD",FALSE,0.000454798978164568,0.000454798978164568,-0.0356979429301304,0.0366075408864595,-0.0356979429301304,0.0366075408864595,5,2,0
"CD016031_data","15::4",15,"4","Comparison 3: Lateral vs posterior, Outcome 15: Adverse events, implant related (categorical data)","RD","RD",FALSE,0.00350676842123591,0.00350676842123591,-0.00324796026090464,0.0102614971033765,-0.00324796026090464,0.0102614971033765,4,0,0
"CD016031_data","15::5",15,"5","Comparison 3: Lateral vs posterior, Outcome 15: Adverse events, implant related (categorical data)","RD","RD",FALSE,-0.00997716611985277,-0.00997716611985277,-0.020680257617236,0.000725925377530422,-0.020680257617236,0.000725925377530422,5,1,0
"CD016031_data","16::1",16,"1","Comparison 2: Anterior vs lateral, Outcome 16: Operative details (Categorical data)","RD","RD",FALSE,0.00187535246337086,0.00187535246337086,-0.0213803028673659,0.0251310077941076,-0.0213803028673659,0.0251310077941076,1,0,0
"CD016031_data","16::2",16,"2","Comparison 3: Lateral vs posterior, Outcome 16: Adverse events, not implant related (categorical data)","RD","RD",FALSE,0.00795206354783088,0.00795206354783088,-0.00446413051162898,0.0203682576072907,-0.00446413051162898,0.0203682576072907,1,0,0
"CD016031_data","16::3",16,"3","Comparison 3: Lateral vs posterior, Outcome 16: Adverse events, not implant related (categorical data)","RD","RD",FALSE,0.00309932666965894,0.00309932666965894,-0.00623782358353039,0.0124364769228483,-0.00623782358353039,0.0124364769228483,6,2,0
"CD016031_data","16::4",16,"4","Comparison 3: Lateral vs posterior, Outcome 16: Adverse events, not implant related (categorical data)","OR_cc","OR_cc",FALSE,-0.417644881597304,-0.417644881597304,-1.0123487388081,0.177058975613489,-1.0123487388081,0.177058975613489,0,0,0
"CD016031_data","16::5",16,"5","Comparison 3: Lateral vs posterior, Outcome 16: Adverse events, not implant related (categorical data)","OR_cc","OR_cc",FALSE,-0.0384990112873589,-0.0384990112873589,-0.329811519153867,0.252813496579149,-0.329811519153867,0.252813496579149,0,0,0
"CD016031_data","17::1",17,"1","Comparison 1: Anterior vs posterior, Outcome 17: Adverse events, implant related (categorical data)","RD","RD",FALSE,-0.0631257452870279,-0.0631257452870279,-0.132069624498066,0.00581813392401002,-0.132069624498066,0.00581813392401002,15,13,0
"CD016031_data","17::2",17,"2","Comparison 1: Anterior vs posterior, Outcome 17: Adverse events, implant related (categorical data)","RD","RD",FALSE,0.0226409380326373,0.0226409380326373,-0.017439144874792,0.0627210209400665,-0.017439144874792,0.0627210209400665,11,8,0
"CD016031_data","17::3",17,"3","Comparison 1: Anterior vs posterior, Outcome 17: Adverse events, implant related (categorical data)","RD","RD",FALSE,-0.0375408328980719,-0.0375408328980719,-0.0896615263323666,0.0145798605362228,-0.0896615263323666,0.0145798605362228,4,2,0
"CD016031_data","17::4",17,"4","Comparison 1: Anterior vs posterior, Outcome 17: Adverse events, implant related (categorical data)","RD","RD",FALSE,-0.0211516986473734,-0.0211516986473734,-0.144906674149988,0.102603276855242,-0.144906674149988,0.102603276855242,4,2,0
"CD016031_data","17::5",17,"5","Comparison 1: Anterior vs posterior, Outcome 17: Adverse events, implant related (categorical data)","OR_cc","RD",TRUE,-0.130736520566013,NA,-1.99773866718682,1.73626562605479,NA,NA,4,3,NA
"CD016031_data","18::1",18,"1","Comparison 1: Anterior vs posterior, Outcome 18: Adverse events, not implant related (categorical data)","RD","RD",FALSE,-0.0284790873220561,-0.0284790873220561,-0.0758291574134934,0.0188709827693812,-0.0758291574134934,0.0188709827693812,4,2,0
"CD016031_data","18::2",18,"2","Comparison 1: Anterior vs posterior, Outcome 18: Adverse events, not implant related (categorical data)","OR_cc","RD",TRUE,-0.0456912285984381,NA,-2.84475830784627,2.7533758506494,NA,NA,2,2,NA
"CD016031_data","19::1",19,"1","Comparison 1: Anterior vs posterior, Outcome 19: Operative details (Continuous data)","OR_cc","RD",TRUE,0.0755238659344,NA,-1.06479424005744,1.21584197192624,NA,NA,12,12,NA
"CD016031_data","19::2",19,"2","Comparison 1: Anterior vs posterior, Outcome 19: Operative details (Continuous data)","OR_cc","RD",TRUE,0.00208786061733749,NA,-1.39670541492538,1.40088113616005,NA,NA,8,8,NA
"CD016031_data","20::1",20,"1","Comparison 1: Anterior vs posterior, Outcome 20: Operative details (Categorical data)","OR_cc","OR_cc",FALSE,-0.152325132221951,-0.152325132221951,-0.433938644374684,0.129288379930781,-0.433938644374684,0.129288379930781,0,0,0
"CD016031_data","21::1",21,"1","Comparison 1: Anterior vs posterior, Outcome 21: Post-operative care outcomes (Continuous data)","OR_cc","RD",TRUE,0.00972530508687168,NA,-2.26840562638577,2.28785623655952,NA,NA,3,3,NA
"CD016031_data","6::overall",6,"overall","Comparison 1: Anterior vs posterior, Outcome 6: Functional status, early (≤ 4 months, categorical data)","OR_cc","OR_cc",FALSE,0.257261116305782,0.257261116305782,-0.590771706042388,1.10529393865395,-0.590771706042388,1.10529393865395,0,0,0
"CD016031_data","7::overall",7,"overall","Comparison 1: Anterior vs posterior, Outcome 7: Functional status, intermediate (4-24 months, categorical data)","RD","RD",FALSE,-0.0283296264761478,-0.0283296264761478,-0.177907588547481,0.121248335595185,-0.177907588547481,0.121248335595185,1,1,0
"CD016031_data","8::overall",8,"overall","Comparison 1: Anterior vs posterior, Outcome 8: Functional status, intermediate (4-24 months, continuous data)","OR_cc","OR_cc",FALSE,0.094014356382792,0.094014356382792,-0.416803812992229,0.604832525757813,-0.416803812992229,0.604832525757813,0,0,0
"CD016031_data","9::overall",9,"overall","Comparison 1: Anterior vs posterior, Outcome 9: Mortality, early (≤ 4 months, categorical data)","RD","RD",FALSE,-0.00854344607580768,-0.00854344607580768,-0.0425093282129701,0.0254224360613548,-0.0425093282129701,0.0254224360613548,2,0,0
"CD016058_pub2_data","1::overall",1,"overall","Vaping cessation at 6 months or longer","RD","RD",FALSE,0.0844798725847579,0.0844798725847579,0.0395535244135079,0.129406220756008,0.0395535244135079,0.129406220756008,6,4,0
"CD016058_pub2_data","2::overall",2,"overall","Number of participants reporting SAEs","RD","RD",FALSE,0.0364742943459443,0.0364742943459443,-0.00363068820283962,0.0765792768947282,-0.00363068820283962,0.0765792768947282,5,4,0
"CD016058_pub2_data","3::overall",3,"overall","Vaping cessation at between 3 & 6 months","RD","RD",FALSE,0.094356089345527,0.094356089345527,0.00806751869394638,0.180644659997108,0.00806751869394638,0.180644659997108,1,0,0
"CD016058_pub2_data","4::overall",4,"overall","Number of participants reporting AEs","RD","RD",FALSE,0.0919986862994608,0.0919986862994608,-0.0298490502639479,0.213846422862869,-0.0298490502639479,0.213846422862869,1,0,0
"CD016064_data","1::1",1,"1","Rate of falls","OR_cc","RD",TRUE,-0.0760563134599998,NA,-0.453525937593486,0.301413310673487,NA,NA,109,109,NA
"CD016064_data","1::2",1,"2","Rate of falls","OR_cc","RD",TRUE,-0.0463961990902473,NA,-0.633821351947025,0.54102895376653,NA,NA,45,45,NA
"CD016064_data","1::3",1,"3","Rate of falls","OR_cc","RD",TRUE,-0.0772906177135404,NA,-1.03580092142572,0.881219685998642,NA,NA,17,17,NA
"CD016064_data","1::4",1,"4","Rate of falls","OR_cc","RD",TRUE,0.0242737454677359,NA,-1.59498091216028,1.64352840309575,NA,NA,6,6,NA
"CD016064_data","1::5",1,"5","Rate of falls","OR_cc","RD",TRUE,-0.0991872940896931,NA,-2.38959269922904,2.19121811104965,NA,NA,3,3,NA
"CD016064_data","1::6",1,"6","Rate of falls","OR_cc","RD",TRUE,0.024144418192238,NA,-2.79987390449185,2.84816274087633,NA,NA,2,2,NA
"CD016064_data","1::overall",1,"overall","Rate of falls","OR_cc","RD",TRUE,-0.0824043043770323,NA,-1.21764896396164,1.05284035520757,NA,NA,12,12,NA
"CD016064_data","2::1",2,"1","Risk of falling","OR_cc","RD",TRUE,-0.094123755550753,NA,-0.561209068883865,0.372961557782359,NA,NA,71,71,NA
"CD016064_data","2::2",2,"2","Risk of falling","OR_cc","RD",TRUE,-0.0278568341298284,NA,-0.614877328088263,0.559163659828606,NA,NA,45,45,NA
"CD016064_data","2::3",2,"3","Risk of falling","OR_cc","RD",TRUE,-0.0755693790570201,NA,-1.00737080597474,0.856232047860699,NA,NA,18,18,NA
"CD016064_data","2::4",2,"4","Risk of falling","OR_cc","RD",TRUE,0.0168616402782563,NA,-2.25419784542158,2.28792112597809,NA,NA,3,3,NA
"CD016064_data","2::5",2,"5","Risk of falling","OR_cc","RD",TRUE,-0.109452594973053,NA,-2.38132625431245,2.16242106436634,NA,NA,3,3,NA
"CD016064_data","2::overall",2,"overall","Risk of falling","OR_cc","RD",TRUE,-0.0792173761422944,NA,-1.26414876473793,1.10571401245334,NA,NA,11,11,NA
"CD016064_data","3::1",3,"1","Risk of fracture","OR_cc","RD",TRUE,-0.0473505986671131,NA,-0.627501579460091,0.532800382125865,NA,NA,46,46,NA
"CD016064_data","3::2",3,"2","Risk of fracture","OR_cc","RD",TRUE,-0.0758212353299711,NA,-1.05902294073305,0.907380470073105,NA,NA,16,16,NA
"CD016064_data","3::3",3,"3","Risk of fracture","OR_cc","RD",TRUE,0.0380209403270416,NA,-1.92725475681224,2.00329663746632,NA,NA,4,4,NA
"CD016064_data","3::overall",3,"overall","Risk of fracture","OR_cc","RD",TRUE,-0.0957767094986297,NA,-1.33710815228016,1.1455547332829,NA,NA,10,10,NA
"CD016064_data","4::1",4,"1","Multifactorial interventions (grouped by alignment with QCA theory): Rate of falls sensitivity analyses: excluding trials at high risk of bias","OR_cc","RD",TRUE,-0.0834398980431538,NA,-1.09969246143021,0.932812665343903,NA,NA,15,15,NA
"CD016064_data","4::2",4,"2","Multifactorial interventions (grouped by alignment with QCA theory): Rate of falls sensitivity analyses: excluding trials at high risk of bias","OR_cc","RD",TRUE,-0.0497225310638129,NA,-1.36190143968315,1.26245637755553,NA,NA,9,9,NA
"CD016064_data","4::3",4,"3","Rate of falls (grouped by level of cognition) sensitivity analysis: excluding trials at high risk of bias","OR_cc","RD",TRUE,-0.22506359909424,NA,-2.50012718497509,2.04999998678661,NA,NA,3,3,NA
"CD016064_data","4::overall",4,"overall","Rate of falls sensitivity analyses: excluding trials at high risk of bias","OR_cc","RD",TRUE,-0.157495952552588,NA,-1.5511336509411,1.23614174583593,NA,NA,8,8,NA
"CD016064_data","5::1",5,"1","Multifactorial interventions (grouped by alignment with QCA theory): Risk of falling sensitivity analyses: excluding trials at high risk of bias","RD","RD",FALSE,0.0162084790444035,0.0162084790444035,-0.0220883219201325,0.0545052800089395,-0.0220883219201325,0.0545052800089395,11,9,0
"CD016064_data","5::2",5,"2","Multifactorial interventions (grouped by alignment with QCA theory): Risk of falling sensitivity analyses: excluding trials at high risk of bias","RD","RD",FALSE,0.00964934578471757,0.00964934578471757,-0.0231294798366207,0.0424281714060559,-0.0231294798366207,0.0424281714060559,10,9,0
"CD016064_data","5::3",5,"3","Adverse events","OR_cc","RD",TRUE,0.620401094979778,NA,-0.964728077358812,2.20553026731837,NA,NA,3,3,NA
"CD016064_data","5::overall",5,"overall","Risk of falling sensitivity analyses: excluding trials at high risk of bias","OR_cc","RD",TRUE,-0.109956067732432,NA,-1.35588724196705,1.13597510650219,NA,NA,10,10,NA
"CD016064_data","6::1",6,"1","Multifactorial interventions (grouped by alignment with QCA theory): Risk of fracture sensitivity analyses: excluding trials at high risk of bias","OR_cc","RD",TRUE,-0.0809537923136155,NA,-1.47322980926527,1.31132222463804,NA,NA,8,8,NA
"CD016064_data","6::2",6,"2","Multifactorial interventions (grouped by alignment with QCA theory): Risk of fracture sensitivity analyses: excluding trials at high risk of bias","OR_cc","RD",TRUE,0.425673011313678,NA,-2.34885352809169,3.20019955071904,NA,NA,2,2,NA
"CD016064_data","6::overall",6,"overall","Risk of fracture sensitivity analyses: excluding trials at high risk of bias","OR_cc","RD",TRUE,-0.0667432807314917,NA,-0.889283905751543,0.75579734428856,NA,NA,23,23,NA
"CD016064_data","7::overall",7,"overall","Rate of falls sensitivity analysis: active exercise excluding trials with <40 participants","OR_cc","RD",TRUE,-0.0844718917110061,NA,-0.988087769043262,0.819143985621249,NA,NA,19,19,NA
"CD016064_data","8::overall",8,"overall","Rate of falls sensitivity analysis: active exercise excluding trials at high risk of bias","OR_cc","RD",TRUE,-0.0709444863620136,NA,-1.25847997032983,1.1165909976058,NA,NA,11,11,NA
"CD016064_data","9::overall",9,"overall","Risk of falling sensitivity analysis: active exercise excluding trials at high risk of bias","OR_cc","RD",TRUE,-0.0661287109200547,NA,-1.31055824207311,1.178300820233,NA,NA,10,10,NA
"CD016119_data","1::overall",1,"overall","Requirement for blood transfusion","RD","RD",FALSE,0.0199727308770724,0.0199727308770724,-0.00202758111885739,0.0419730428730022,-0.00202758111885739,0.0419730428730022,3,2,0
"CD016119_data","10::overall",10,"overall","Estimated blood loss","OR_cc","RD",TRUE,-0.206982534495892,NA,-1.81253273517431,1.39856766618252,NA,NA,6,6,NA
"CD016119_data","11::overall",11,"overall","Additional uterotonics or tranexamic acid","OR_cc","OR_cc",FALSE,-0.179891294143458,-0.179891294143458,-0.905746780136688,0.545964191849773,-0.905746780136688,0.545964191849773,0,0,0
"CD016119_data","12::overall",12,"overall","Postpartum haemoglobin concentration","OR_cc","RD",TRUE,0.178579744678229,NA,-0.805183107001981,1.16234259635844,NA,NA,16,16,NA
"CD016119_data","14::overall",14,"overall","Fatigue","OR_cc","RD",TRUE,-0.385820884270809,NA,-3.17125836360049,2.39961659505887,NA,NA,2,2,NA
"CD016119_data","19::overall",19,"overall","Ileus","RD","RD",FALSE,0.0262386267155461,0.0262386267155461,-0.0100564770304073,0.0625337304614995,-0.0100564770304073,0.0625337304614995,1,0,0
"CD016119_data","2::overall",2,"overall","Incidence of haemorrhage","OR_cc","OR_cc",FALSE,0.134003197791898,0.134003197791898,-0.195644152890518,0.463650548474313,-0.195644152890518,0.463650548474313,0,0,0
"CD016119_data","20::overall",20,"overall","Complications (unspecified)","RD","RD",FALSE,-0.0050059205652473,-0.0050059205652473,-0.0536446313849097,0.0436327902544151,-0.0536446313849097,0.0436327902544151,1,0,0
