"dataset","source","term"
"CD014541_pub2_data","Analysis.name","Symptomatic VTE: short-term (45 days or fewer); same extended agent sensitivity analysis"
"CD014541_pub2_data","Analysis.name","Symptomatic VTE: long-term (more than 45 days)"
"CD014541_pub2_data","Analysis.name","Symptomatic VTE: short-term (45 days or fewer); men versus women subgroup analysis"
"CD014541_pub2_data","Analysis.name","Symptomatic VTE: short-term (45 days or fewer); ≥ 75 years versus < 75 years of age subgroup analysis"
"CD014541_pub2_data","Analysis.name","Symptomatic VTE: short-term (45 days or fewer); history of cancer versus no history of cancer subgroup analysis"
"CD014541_pub2_data","Analysis.name","Symptomatic VTE: short-term (45 days or fewer); positive D-dimer test versus no positive D-dimer test subgroup analysis"
"CD014541_pub2_data","Analysis.name","Symptomatic VTE: short-term (45 days or fewer); admitting diagnosis of acute infection versus no acute infection subgroup analysis"
"CD014541_pub2_data","Analysis.name","Major bleeding: short-term (45 days or fewer)"
"CD014541_pub2_data","Analysis.name","Major bleeding: short-term (45 days or fewer); COVID-19 sensitivty analysis"
"CD014541_pub2_data","Analysis.name","Major bleeding: short-term (45 days or fewer); same extended agent sensitivity analysis"
"CD014541_pub2_data","Analysis.name","Major bleeding: short-term (45 days or fewer); men versus women subgroup analysis"
"CD014541_pub2_data","Analysis.name","Major bleeding: short-term (45 days or less); ≥ 75 years versus < 75 years of age subgroup analysis"
"CD014541_pub2_data","Analysis.name","Major bleeding: short-term (45 days or fewer); history of cancer versus no history of cancer subgroup analysis"
"CD014541_pub2_data","Analysis.name","Major bleeding: short-term (45 days or fewer); positive D-dimer test versus no positive D-dimer test subgroup analysis"
"CD014541_pub2_data","Analysis.name","Major bleeding: short-term (45 days or fewer); admitting diagnosis of acute infection versus no acute infection subgroup analysis"
"CD014541_pub2_data","Analysis.name","All-cause mortality: short-term (45 days or fewer)"
"CD014541_pub2_data","Analysis.name","All-cause mortality: short-term (45 days or fewer); same extended agent sensitivity analysis"
"CD014541_pub2_data","Analysis.name","All-cause mortality: long-term (more than 45 days)"
"CD014541_pub2_data","Analysis.name","Total VTE: short-term (45 days or fewer)"
"CD014541_pub2_data","Analysis.name","Total VTE: long-term (more than 45 days)"
"CD014541_pub2_data","Analysis.name","Composite of fatal and irreversible vascular events: short-term (45 days or fewer)"
"CD014541_pub2_data","Analysis.name","Composite of fatal and irreversible vascular events: long-term (more than 45 days)"
"CD014541_pub2_data","Analysis.name","Fatal bleeding: short-term (45 days or fewer)"
"CD014541_pub2_data","Analysis.name","VTE-related mortality: short-term (45 days or fewer)"
"CD014541_pub2_data","Analysis.name","VTE-related mortality: long-term (more than 45 days)"
"CD014541_pub2_data","Subgroup","Men"
"CD014541_pub2_data","Subgroup","Women"
"CD014541_pub2_data","Subgroup","< 75 years"
"CD014541_pub2_data","Subgroup","≥ 75 years"
"CD014541_pub2_data","Subgroup","History of cancer"
"CD014541_pub2_data","Subgroup","No history of cancer"
"CD014541_pub2_data","Subgroup","Positive D-dimer test"
"CD014541_pub2_data","Subgroup","Negative D-dimer test"
"CD014541_pub2_data","Subgroup","No acute infection"
"CD014541_pub2_data","Subgroup","Acute infection"
"CD014544_pub2_data","Analysis.group","1"
"CD014544_pub2_data","Analysis.group","2"
"CD014544_pub2_data","Analysis.group","3"
"CD014544_pub2_data","Analysis.group","4"
"CD014544_pub2_data","Analysis.group","5"
"CD014544_pub2_data","Analysis.group","6"
"CD014544_pub2_data","Analysis.group","7"
"CD014544_pub2_data","Analysis.name","Annualized Bleeding Rates (ABR)"
"CD014544_pub2_data","Analysis.name","Proportion with zero bleeds (risk ratio)"
"CD014544_pub2_data","Analysis.name","HRQoL—Haem-A-QoL"
"CD014544_pub2_data","Analysis.name","HRQoL—EQ-5D-5L VAS"
"CD014544_pub2_data","Analysis.name","HRQoL—EQ-5D-5L Utility Index Score"
"CD014544_pub2_data","Analysis.name","Adverse events"
"CD014544_pub2_data","Analysis.name","Bleeding rates"
"CD014544_pub2_data","Analysis.name","HRQoL—SF-36v2"
"CD014544_pub2_data","Analysis.name","Bleeding rates (fixed effects model)"
"CD014544_pub2_data","Analysis.name","Proportion of participants with zero bleeds (risk ratio)"
"CD014544_pub2_data","Analysis.name","Proportion of participants with zero bleeds "
"CD014544_pub2_data","Analysis.name","Proportion of participants with zero bleeds"
"CD014544_pub2_data","Analysis.name","Change in HRQoL—Haem-A-QoL"
"CD014544_pub2_data","Subgroup","Annualized spontaneous bleeding rate (AsBR)"
"CD014544_pub2_data","Subgroup","ABR - All treated bleeds "
"CD014544_pub2_data","Subgroup","Annualized target joint Bleeding Rates (AtjBR) "
"CD014544_pub2_data","Subgroup","Annualized Bleeding Rates (ABR) - all bleeds"
"CD014544_pub2_data","Subgroup","Annualized joint Bleeding Rates (AjBR)"
"CD014544_pub2_data","Subgroup","Emicizumab"
"CD014544_pub2_data","Subgroup","Change from baseline in total score"
"CD014544_pub2_data","Subgroup","Change from baseline in physical health score"
"CD014544_pub2_data","Subgroup","EQ-5D-5L Visual Analog Scale Scores"
"CD014544_pub2_data","Subgroup","EQ-5D-5L Index utility score"
"CD014544_pub2_data","Subgroup","Serious adverse events "
"CD014544_pub2_data","Subgroup","Serious infections"
"CD014544_pub2_data","Subgroup","Other infections"
"CD014544_pub2_data","Subgroup","Adverse events - All"
"CD014544_pub2_data","Subgroup","Injection site reactions"
"CD014544_pub2_data","Subgroup","Other adverse events (not including serious adverse events)"
"CD014544_pub2_data","Subgroup","Upper respiratory tract infections"
"CD014544_pub2_data","Subgroup","All treated bleeds "
"CD014544_pub2_data","Subgroup","Annualized joint bleeding rate (AjBR)"
"CD014544_pub2_data","Subgroup","Annualized bleeding rate (ABR) - All bleeds"
"CD014544_pub2_data","Subgroup","Annualized spontaneous bleeding rate (AsBR)  "
"CD014544_pub2_data","Subgroup","Fitusiran"
"CD014544_pub2_data","Subgroup","Annualized Bleeding Rate (ABR), Treated Bleeds - Concizumab"
"CD014544_pub2_data","Subgroup","Annualized spontaneous bleeding rate (AsBR) - Concizumab"
"CD014544_pub2_data","Subgroup","Annualized joint bleeding rate (AjBR) - Concizumab"
"CD014544_pub2_data","Subgroup","Annualized target joint bleeding rate (AtjBR) - Concizumab"
"CD014544_pub2_data","Subgroup","Annualized bleeding rates (ABR), All bleeds - Concizumab"
"CD014544_pub2_data","Subgroup","Concizumab"
"CD014544_pub2_data","Subgroup","Change from baseline in SF-36 mental component score"
"CD014544_pub2_data","Subgroup","Change from baseline in SF-36 physical component score"
"CD014544_pub2_data","Subgroup","All adverse events"
"CD014544_pub2_data","Subgroup","Serious adverse events"
"CD014544_pub2_data","Subgroup","Upper respiratory tract infection"
"CD014544_pub2_data","Subgroup","Injection site reaction"
"CD014544_pub2_data","Subgroup","Annualized bleeding rate (ABR) - All treated bleeds"
"CD014544_pub2_data","Subgroup","Annualized target joint bleeding rate (AtjBR)"
"CD014544_pub2_data","Subgroup","Annualized bleeding rates (ABR) - All bleeds"
"CD014544_pub2_data","Subgroup","Proportion with zero bleeds (risk ratio)"
"CD014544_pub2_data","Subgroup","Haem-A-QoL physical health score, adjusted for baseline score"
"CD014544_pub2_data","Subgroup","Haem-A-QoL total score, adjusted for baseline score "
"CD014544_pub2_data","Subgroup","EQ-5D-5L Visual Analog Scale scores, adjusted for baseline score"
"CD014544_pub2_data","Subgroup","EQ-5D-5L index utility score, adjusted for baseline score"
"CD014544_pub2_data","Subgroup","Proportion with zero bleeds"
"CD014544_pub2_data","Subgroup","Proportion with zero bleeds "
"CD014544_pub2_data","Subgroup","Difference in Haem-A-QoL total score, adjusted for baseline score (Emicizumab)"
"CD014544_pub2_data","Subgroup","Difference in Haem-A-QoL physical health score, adjusted for baseline score (Emicizumab)"
"CD014544_pub2_data","Subgroup","Change from baseline in Haem-A-QoL, total health score"
"CD014544_pub2_data","Subgroup","Change from baseline in Haem-A-QoL, physical health score"
"CD014573_data","Analysis.group","1"
"CD014573_data","Analysis.group","2"
"CD014573_data","Analysis.name","Cases of cholera (2 doses + booster dose; 2-year follow-up; per-protocol analysis)"
"CD014573_data","Analysis.name","Cases of cholera (2 doses ± booster dose; 5-month and 2-year follow-up; per-protocol analysis)"
"CD014573_data","Analysis.name","Cases of cholera (2 doses; 1-year follow-up; per-protocol analysis)"
"CD014573_data","Analysis.name","Cases of cholera (2 doses; 2-year follow-up; per-protocol analysis)"
"CD014573_data","Analysis.name","Cases of cholera (2 doses; 5-year follow-up; per-protocol analysis)"
"CD014573_data","Analysis.name","Cases of cholera (1 dose; 6-month follow-up; per-protocol analysis)"
"CD014573_data","Analysis.name","Cases of severe dehydrating cholera (1 dose; 6-month follow-up; per-protocol analysis)"
"CD014573_data","Analysis.name","Cases of cholera (1 dose; 2-year follow-up; per-protocol analysis)"
"CD014573_data","Analysis.name","Cases of severe dehydrating cholera (1 dose; 2-year follow-up; per-protocol analysis)"
"CD014574_pub2_data","Analysis.group","1"
"CD014574_pub2_data","Analysis.group","2"
"CD014574_pub2_data","Analysis.group","3"
"CD014574_pub2_data","Analysis.name","Improvement in symptom severity: long term (> 9 months)"
"CD014574_pub2_data","Analysis.name","Improvement in functional ability: long term  (> 9 months)"
"CD014574_pub2_data","Analysis.name","Steroid sparing effect: long term (> 9 months)"
"CD014574_pub2_data","Analysis.name","Relapse requiring rescue therapy: long term (> 9 months)"
"CD014574_pub2_data","Analysis.name","Serious adverse events: long term "
"CD014574_pub2_data","Analysis.name","Improvement in symptom severity: medium term (2-9 months)"
"CD014574_pub2_data","Analysis.name","Improvement in symptom severity: short term (< 2 months)"
"CD014574_pub2_data","Analysis.name","Improvement in functional ability: medium term (2-9 months)"
"CD014574_pub2_data","Analysis.name","Improvement in functional ability: short term (< 2 months)"
"CD014574_pub2_data","Analysis.name","Clinically significant improvement in QMG: long term (> 9 months)"
"CD014574_pub2_data","Analysis.name","Clinically significant improvement in QMG: medium term  (2-9 months)"
"CD014574_pub2_data","Analysis.name","Clinically significant improvement in QMG: short term (< 2 months)"
"CD014574_pub2_data","Analysis.name","Clinically significant improvement in MG-ADL: long term (> 9 months)"
"CD014574_pub2_data","Analysis.name","Clinially significant improvement in MG-ADL: medium term (2-9 months)"
"CD014574_pub2_data","Analysis.name","Clinically significant improvement in MG-ADL: short term (< 2 months)"
"CD014574_pub2_data","Analysis.name","MGC score: long term (> 9 months)"
"CD014574_pub2_data","Analysis.name","MGC score: medium term (2-9 months)"
"CD014574_pub2_data","Analysis.name","MGC score: short term (< 2 months)"
"CD014574_pub2_data","Analysis.name","Clinically significant improvement in MGC score: long term (> 9 months)"
"CD014574_pub2_data","Analysis.name","Clinically significant improvement in MGC: medium term (2-9 months)"
"CD014574_pub2_data","Analysis.name","Clinically significant improvement in MGC: short term (< 2 months)"
"CD014574_pub2_data","Analysis.name","Steroid sparing effect: medium term (2-9 months)"
"CD014574_pub2_data","Analysis.name","Steroid sparing effect: short term (< 2 months)"
"CD014574_pub2_data","Analysis.name","Relapse requiring rescue therapy: medium term (2-9 months)"
"CD014574_pub2_data","Analysis.name","Quality of life: long term (> 9 months)"
"CD014574_pub2_data","Analysis.name","Quality of life: medium term (2-9 months)"
"CD014574_pub2_data","Analysis.name","Quality of life: short term (< 2 months)"
"CD014574_pub2_data","Analysis.name","Hospital admissions: long term (> 9 months)"
"CD014574_pub2_data","Analysis.name","Antibody titre: long term (> 9 months)"
"CD014574_pub2_data","Analysis.name","Antibody titre: medium term (2-9 months)"
"CD014574_pub2_data","Analysis.name","Any adverse event: long term"
"CD014574_pub2_data","Analysis.name","Treatment-related adverse events: long term"
"CD014574_pub2_data","Analysis.name","Adverse events leading to discontinuation of treatment: long term"
"CD014574_pub2_data","Analysis.name","Improvement in symptom severity (long term; > 9 months)"
"CD014574_pub2_data","Analysis.name","Improvement in functional ability (long term; > 9 months)"
"CD014574_pub2_data","Analysis.name","Steroid sparing effect (long term; > 9 months)"
"CD014574_pub2_data","Analysis.name","Relapse requiring rescue therapy (long term; > 9 months)"
"CD014574_pub2_data","Analysis.name","Serious adverse events"
"CD014574_pub2_data","Subgroup","Treatment Naive"
"CD014574_pub2_data","Subgroup","Refractory"
"CD014580_pub2_data","Analysis.group","1"
"CD014580_pub2_data","Analysis.group","2"
"CD014580_pub2_data","Analysis.group","3"
"CD014580_pub2_data","Analysis.group","4"
"CD014580_pub2_data","Analysis.group","5"
"CD014580_pub2_data","Analysis.group","6"
"CD014580_pub2_data","Analysis.group","7"
"CD014580_pub2_data","Analysis.name","Treatment success"
"CD014580_pub2_data","Analysis.name","Stool consistency"
"CD014580_pub2_data","Analysis.name","Painful defecation"
"CD014580_pub2_data","Analysis.name","Faecal incontinence"
"CD014580_pub2_data","Analysis.name","Adverse events"
"CD014580_pub2_data","Analysis.name","Abdominal pain"
"CD014580_pub2_data","Analysis.name","Non-fulfilment of Rome criteria"
"CD014580_pub2_data","Analysis.name","Frequency of defecation"
"CD014580_pub2_data","Analysis.name","Quality of life"
"CD014580_pub2_data","Analysis.name","Quality of life (child-reported)"
"CD014580_pub2_data","Analysis.name","Quality of life (parent-reported)"
"CD014585_pub2_data","Analysis.group","1"
"CD014585_pub2_data","Analysis.group","2"
"CD014585_pub2_data","Analysis.group","3"
"CD014585_pub2_data","Analysis.group","4"
"CD014585_pub2_data","Analysis.group","5"
"CD014585_pub2_data","Analysis.name","Global symptoms of dyspepsia (dichotomous)"
"CD014585_pub2_data","Analysis.name","Global symptoms of dyspepsia (continuous)"
"CD014585_pub2_data","Analysis.name","Incident ulcer"
"CD014585_pub2_data","Analysis.name","Adverse events"
"CD014585_pub2_data","Analysis.name","Ulcer complications "
"CD014585_pub2_data","Analysis.name","Quality of life"
"CD014585_pub2_data","Analysis.name","Global symptoms of dyspepsia (Dichotomous)"
"CD014585_pub2_data","Subgroup","Non-selective NSAID"
"CD014585_pub2_data","Subgroup","Selective NSAID"
"CD014585_pub2_data","Subgroup","Selective"
"CD014585_pub2_data","Subgroup","Non-selective"
"CD014585_pub2_data","Subgroup","Omeprazole"
"CD014585_pub2_data","Subgroup","Esomeprazole"
"CD014585_pub2_data","Subgroup","Pantoprazole"
"CD014585_pub2_data","Subgroup","Lansoprazole"
"CD014594_pub2_data","Analysis.group","1"
"CD014594_pub2_data","Analysis.group","2"
"CD014594_pub2_data","Analysis.group","3"
"CD014594_pub2_data","Analysis.group","4"
"CD014594_pub2_data","Analysis.group","5"
"CD014594_pub2_data","Analysis.group","6"
"CD014594_pub2_data","Analysis.group","7"
"CD014594_pub2_data","Analysis.group","8"
"CD014594_pub2_data","Analysis.group","9"
"CD014594_pub2_data","Analysis.group","10"
"CD014594_pub2_data","Analysis.group","11"
"CD014594_pub2_data","Analysis.group","12"
"CD014594_pub2_data","Analysis.group","13"
"CD014594_pub2_data","Analysis.name","First-pass success"
"CD014594_pub2_data","Analysis.name","Sensitivity analysis: first-pass success excluding rescue U/S"
"CD014594_pub2_data","Analysis.name","Time to successful CFA access"
"CD014594_pub2_data","Analysis.name","Time to successful CFA access: sensitivity analysis from local anesthetic"
"CD014594_pub2_data","Analysis.name","Time to successful CFA access: sensitivity analysis from fluoroscopy table movement or US probe application"
"CD014594_pub2_data","Analysis.name","Time to successful CFA access: sensitivity analysis from skin penetration"
"CD014594_pub2_data","Analysis.name","Time to successful CFA access: sensitivity analysis excluding rescue U/S"
"CD014594_pub2_data","Analysis.name","Major bleeding"
"CD014594_pub2_data","Analysis.name","Minor bleeding"
"CD014594_pub2_data","Analysis.name","Minor bleeding: sensitivity analysis excluding rescue U/S"
"CD014594_pub2_data","Analysis.name","Major bleeding: sensitivity analysis excluding rescue U/S"
"CD014594_pub2_data","Analysis.name","Overall cannulation success"
"CD014594_pub2_data","Analysis.name","Venipuncture"
"CD014594_pub2_data","Analysis.name","Venipuncture: sensitivity analysis excluding rescue U/S"
"CD014594_pub2_data","Analysis.name","VAS pain score"
"CD014594_pub2_data","Analysis.name","Additional analgesia"
"CD014594_pub2_data","Analysis.name","Number of attempts"
"CD014594_pub2_data","Analysis.name","Number of attempts: sensitivity analysis excluding rescue U/S"
"CD014594_pub2_data","Analysis.name","Retroperitoneal hematoma"
"CD014594_pub2_data","Analysis.name","Retroperitoneal hematoma: sensitivity analysis excluding rescue U/S"
"CD014594_pub2_data","Analysis.name","Pseudoaneurysm formation"
"CD014594_pub2_data","Analysis.name","Pseudoaneurysm formation: sensitivity analysis excluding rescue U/S"
"CD014594_pub2_data","Analysis.name","Dissection"
"CD014594_pub2_data","Analysis.name","Dissection: sensitivity analysis excluding rescue U/S"
"CD014594_pub2_data","Analysis.name","AV fistula"
"CD014594_pub2_data","Analysis.name","AV fistula: sensitivity analysis excluding rescue U/S"
"CD014594_pub2_data","Analysis.name","Target vessel occlusion"
"CD014594_pub2_data","Analysis.name","Target vessel occlusion: sensitivity analysis excluding rescue U/S"
"CD014594_pub2_data","Analysis.name","Infection"
"CD014617_pub3_data","Analysis.group","1"
"CD014617_pub3_data","Analysis.group","2"
"CD014617_pub3_data","Analysis.name","Risk of ocular infection within one month of corneal abrasion"
"CD014617_pub3_data","Analysis.name","Proportion of eyes healed within 48 hours"
"CD014617_pub3_data","Analysis.name","Proportion of eyes healed within 48 hours - Chung 1996"
"CD014617_pub3_data","Analysis.name","Adverse events"
"CD014617_pub3_data","Subgroup","Ocular signs"
"CD014617_pub3_data","Subgroup","Conjunctivitis"
"CD014617_pub3_data","Subgroup","1% fusidic acid versus 1% chloramphenicol"
"CD014617_pub3_data","Subgroup","6% sulphacetamide sodium versus 1% chloramphenicol"
"CD014623_pub2_data","Analysis.group","1"
"CD014623_pub2_data","Analysis.name","Impairment"
"CD014623_pub2_data","Analysis.name","Symptoms of peripheral neuropathy"
"CD014623_pub2_data","Analysis.name","Quality of life"
"CD014623_pub2_data","Analysis.name","Corneal nerve fibre length (mm/mm<sup>2</sup>)"
"CD014623_pub2_data","Analysis.name","Sural sensory nerve action potential (SNAP) amplitudes (μV)"
"CD014623_pub2_data","Analysis.name","Any adverse events"
"CD014623_pub2_data","Analysis.name","Serious adverse events"
"CD014624_pub2_data","Analysis.group","1"
"CD014624_pub2_data","Analysis.group","2"
"CD014624_pub2_data","Analysis.group","3"
"CD014624_pub2_data","Analysis.name","Depression response (early phase)"
"CD014624_pub2_data","Analysis.name","Depression remission (early phase)"
"CD014624_pub2_data","Analysis.name","Adverse events (mother)"
"CD014624_pub2_data","Analysis.name","Depression severity according to HAMD (early phase)"
"CD014624_pub2_data","Analysis.name","Treatment acceptability (measured by dropouts)"
"CD014624_pub2_data","Analysis.name","Depression response (acute phase)"
"CD014624_pub2_data","Analysis.name","Depression remission (acute phase)"
"CD014624_pub2_data","Analysis.name","Depression severity (early phase)"
"CD014624_pub2_data","Analysis.name","Depression severity (acute phase)"
"CD014624_pub2_data","Analysis.name","Treatment acceptability"
"CD014624_pub2_data","Analysis.name"," Barkin Index of Maternal Functioning (early phase)"
"CD014624_pub2_data","Analysis.name"," Barkin Index of Maternal Functioning (acute phase)"
"CD014624_pub2_data","Subgroup","2 hours post-infusion"
"CD014624_pub2_data","Subgroup","4 hours post-infusion"
"CD014624_pub2_data","Subgroup","8 hours post-infusion"
"CD014624_pub2_data","Subgroup","12 hours post-infusion"
"CD014624_pub2_data","Subgroup","24 hours post-infusion"
"CD014624_pub2_data","Subgroup","36 hours post-infusion"
"CD014624_pub2_data","Subgroup","48 hours post-infusion"
"CD014624_pub2_data","Subgroup","60 hours post-infusion"
"CD014624_pub2_data","Subgroup","72 hours post-infusion"
"CD014624_pub2_data","Subgroup","7 days post-infusion"
"CD014624_pub2_data","Subgroup","30 days post-infusion"
"CD014624_pub2_data","Subgroup","Any adverse event"
"CD014624_pub2_data","Subgroup","Severe adverse event"
"CD014624_pub2_data","Subgroup","Serious adverse event"
"CD014624_pub2_data","Subgroup","Day 3"
"CD014624_pub2_data","Subgroup","Day 8"
"CD014624_pub2_data","Subgroup","Day 15"
"CD014624_pub2_data","Subgroup","Day 21"
"CD014624_pub2_data","Subgroup","Day 28"
"CD014624_pub2_data","Subgroup","Any adverse events"
"CD014624_pub2_data","Subgroup","Severe adverse events"
"CD014624_pub2_data","Subgroup","Serious adverse events"
"CD014624_pub2_data","Subgroup","Deaths"
"CD014666_pub2_data","Analysis.group","1"
"CD014666_pub2_data","Analysis.group","2"
"CD014666_pub2_data","Analysis.group","3"
"CD014666_pub2_data","Analysis.group","4"
"CD014666_pub2_data","Analysis.name","Fear of falling: subgrouped according to intervention approach"
"CD014666_pub2_data","Analysis.name","Fear of falling: subgrouped according to mean age"
"CD014666_pub2_data","Analysis.name","Fear of falling: subgrouped according to control"
"CD014666_pub2_data","Analysis.name","Fear of falling: subgrouped according to ""A Matter of Balance"" (AMB) versus non-AMB based interventions"
"CD014666_pub2_data","Analysis.name","Fear of falling: subgrouped according to group versus individual interventions"
"CD014666_pub2_data","Analysis.name","Fear of falling: subgrouped according to  AMB versus non-AMB based interventions"
"CD014666_pub2_data","Analysis.name","Activity avoidance: immediate postintervention "
"CD014666_pub2_data","Analysis.name","Occurrence of falls: immediate postintervention"
"CD014666_pub2_data","Analysis.name","Depression: immediate postintervention"
"CD014666_pub2_data","Analysis.name","Anxiety: immediate postintervention"
"CD014666_pub2_data","Analysis.name","Quality of life: immediate postintervention"
"CD014666_pub2_data","Subgroup","CBT with exercise interventions"
"CD014666_pub2_data","Subgroup","CBT only"
"CD014666_pub2_data","Subgroup","< 75 years "
"CD014666_pub2_data","Subgroup","≥ 75 years"
"CD014666_pub2_data","Subgroup","Placebo"
"CD014666_pub2_data","Subgroup","Usual care"
"CD014666_pub2_data","Subgroup","Non AMB-based interventions"
"CD014666_pub2_data","Subgroup","AMB-based interventions"
"CD014666_pub2_data","Subgroup","Individual intervention"
"CD014666_pub2_data","Subgroup","Group intervention"
"CD014666_pub2_data","Subgroup","Sustainability of effects, CBT only"
"CD014666_pub2_data","Subgroup","Sustainability of effects, CBT with exercise"
"CD014666_pub2_data","Subgroup","CBT with exercise intervention"
"CD014666_pub2_data","Subgroup","CBT with exercise"
"CD014678_pub2_data","Analysis.group","1"
"CD014678_pub2_data","Analysis.group","2"
"CD014678_pub2_data","Analysis.group","3"
"CD014678_pub2_data","Analysis.group","4"
"CD014678_pub2_data","Analysis.group","5"
"CD014678_pub2_data","Analysis.group","6"
"CD014678_pub2_data","Analysis.group","7"
"CD014678_pub2_data","Analysis.group","8"
"CD014678_pub2_data","Analysis.group","9"
"CD014678_pub2_data","Analysis.group","10"
"CD014678_pub2_data","Analysis.group","11"
"CD014678_pub2_data","Analysis.group","12"
"CD014678_pub2_data","Analysis.group","13"
"CD014678_pub2_data","Analysis.group","14"
"CD014678_pub2_data","Analysis.group","15"
"CD014678_pub2_data","Analysis.group","16"
"CD014678_pub2_data","Analysis.group","17"
"CD014678_pub2_data","Analysis.group","18"
"CD014678_pub2_data","Analysis.group","19"
"CD014678_pub2_data","Analysis.name","All-cause mortality (apixaban versus placebo)"
"CD014678_pub2_data","Analysis.name","All-cause mortality (rivaroxaban versus placebo)"
"CD014678_pub2_data","Analysis.name","All-cause mortality (dabigatran versus placebo)"
"CD014678_pub2_data","Analysis.name","Cardiovascular mortality (apixaban versus placebo)"
"CD014678_pub2_data","Analysis.name","Cardiovascular mortality (rivaroxaban versus placebo)"
"CD014678_pub2_data","Analysis.name","Cardiovascular mortality (dabigatran versus placebo)"
"CD014678_pub2_data","Analysis.name","Major bleeding (apixaban versus placebo)"
"CD014678_pub2_data","Analysis.name","Major bleeding (rivaroxaban versus placebo)"
"CD014678_pub2_data","Analysis.name","Major bleeding (dabigatran versus placebo)"
"CD014678_pub2_data","Analysis.name","All-cause mortality"
"CD014678_pub2_data","Analysis.name","Cardiovascular mortality"
"CD014678_pub2_data","Analysis.name","Major bleeding"
"CD014678_pub2_data","Analysis.name","Myocardial infarction"
"CD014678_pub2_data","Analysis.name","Stroke"
"CD014678_pub2_data","Analysis.name","Stent thrombosis"
"CD014678_pub2_data","Analysis.name","Non-major bleeding"
"CD014678_pub2_data","Analysis.name","Systemic embolism"
"CD014678_pub2_data","Subgroup","Apixaban 10 mg versus placebo"
"CD014678_pub2_data","Subgroup","Apixaban 5 mg versus placebo"
"CD014678_pub2_data","Subgroup","Apixaban total versus placebo"
"CD014678_pub2_data","Subgroup","apixaban 10mg versus placebo"
"CD014678_pub2_data","Subgroup","apixaban total versus placebo"
"CD014678_pub2_data","Subgroup","Rivaroxaban 20 mg versus placebo"
"CD014678_pub2_data","Subgroup","Rivaroxaban total versus placebo"
"CD014678_pub2_data","Subgroup","Rivaroxaban 5 mg versus placebo "
"CD014678_pub2_data","Subgroup","Rivaroxaban 10 mg versus placebo"
"CD014678_pub2_data","Subgroup","Rivaroxaban 15 mg versus placebo"
"CD014678_pub2_data","Subgroup","Rivaroxaban 5 mg versus placebo"
"CD014678_pub2_data","Subgroup","Dabigatran total versus placebo"
"CD014678_pub2_data","Subgroup","Dabigatran 150 mg BD versus placebo"
"CD014678_pub2_data","Subgroup","Dabigatran 110 mg BD versus placebo"
"CD014678_pub2_data","Subgroup","Dabigatran 75 mg BD versus placebo"
"CD014678_pub2_data","Subgroup","Dabigatran 50 mg BD versus placebo"
"CD014678_pub2_data","Subgroup","Dabigatran versus placebo"
"CD014687_pub2_data","Analysis.group","1"
"CD014687_pub2_data","Analysis.group","2"
"CD014687_pub2_data","Analysis.group","3"
"CD014687_pub2_data","Analysis.group","4"
"CD014687_pub2_data","Analysis.group","5"
"CD014687_pub2_data","Analysis.group","6"
"CD014687_pub2_data","Analysis.group","7"
"CD014687_pub2_data","Analysis.group","8"
"CD014687_pub2_data","Analysis.group","9"
"CD014687_pub2_data","Analysis.group","10"
"CD014687_pub2_data","Analysis.group","11"
"CD014687_pub2_data","Analysis.group","12"
"CD014687_pub2_data","Analysis.group","13"
"CD014687_pub2_data","Analysis.name","Pain: VAS (0-100) (final values): short term (up to 1 month)"
"CD014687_pub2_data","Analysis.name","Function: AOFAS (0-100) (final values): short term (up to 1 month)"
"CD014687_pub2_data","Analysis.name","Satisfaction (short term)"
"CD014687_pub2_data","Analysis.name","Adverse events: short term"
"CD014687_pub2_data","Analysis.name","Pain: VAS (0-100) meta-analysis (change from baseline and final values) short-term results"
"CD014687_pub2_data","Analysis.name","Pain: VAS (0-100) meta-analysis (change from baseline and final values) intermediate-term results"
"CD014687_pub2_data","Analysis.name","Pain: VAS (0-100) (final values) long-term results"
"CD014687_pub2_data","Analysis.name","Function: AOFAS (0-100) and MFPDS (0-100) meta-analysis (final values) short term"
"CD014687_pub2_data","Analysis.name","Function: AOFAS (0-100) and MFPDS (0-100) meta-analysis (final values) intermediate term"
"CD014687_pub2_data","Analysis.name","Function: MFPDS (0-100) (final values) long term"
"CD014687_pub2_data","Analysis.name","HRQoL: EQ-5D (0-1) (final values) short term"
"CD014687_pub2_data","Analysis.name","HRQoL: EQ-5D (0-1) (final values) intermediate term"
"CD014687_pub2_data","Analysis.name","HRQoL: EQ-5D (0-1) (final values) long term"
"CD014687_pub2_data","Analysis.name","Satisfaction: intermediate time point (6 months)"
"CD014687_pub2_data","Analysis.name","Adverse events: intermediate term"
"CD014687_pub2_data","Analysis.name","Pain: VAS (0-100) (final values) short term"
"CD014687_pub2_data","Analysis.name","Pain: VAS (0-100) meta-analysis (final values) intermediate term"
"CD014687_pub2_data","Analysis.name","Pain: VAS (0-100) meta-analysis (final values) long term"
"CD014687_pub2_data","Analysis.name","Function: MFPDS (17-51) (final values) short term"
"CD014687_pub2_data","Analysis.name","Function: MOXFQ (0-100) and MFPDS (17-51) meta-analysis (final values) intermediate term"
"CD014687_pub2_data","Analysis.name","Function: MOXFQ (0-100) and MFPDS (17-51) meta-analysis (final values) long term"
"CD014687_pub2_data","Analysis.name","Satisfaction: short term"
